,bend_direction,bend_dir,bend_ang,time,bend_angle
0,-1.728087705652098,-0.9047100806212434,0.005555439109655129,0.0,1.5651622924828363
1,-1.68959712931198,-1.8272223357950328,0.0017527530039759256,0.016449689865112305,1.5637247999390007
2,-1.7322298312228654,1.9701238334835809,0.003228341379842305,0.03307199478149325,1.564074686189187
3,-1.6911027344911804,-0.521666281022259,0.0027842012380185554,0.048773765563964844,1.5645067560043504
4,-1.7473248607029794,0.4359997697604784,0.0020539564949256114,0.06111884117126376,1.5644535685938294
5,-1.6682654617413073,2.2220260725439296,0.004065137517935288,0.07749462127685458,1.5643142473361713
6,-1.724525165033146,-2.172850974021057,0.0020001010905193713,0.09388899803161621,1.564578818229262
7,-1.742453852473247,-2.3085439179868303,0.006565351277674939,0.11027765274047852,1.564166514674717
8,-1.7195917993621617,2.6430428516080955,0.0018783708622588167,0.12681293487548828,1.5639608707281314
9,-1.5848757613499664,1.7804528962074333,0.005371178302103478,0.1431257724761963,1.5620614148501468
10,-1.6851667643171409,2.7162161223720003,0.0006081068015856076,0.1559934616088876,1.5633802731017266
11,-1.731689772182056,-2.38657392324881,0.0057918872723225255,0.17239785194396973,1.5639901778051464
12,-1.723202438359598,-1.5145000242585311,0.00394477327879813,0.18885302543640137,1.563863863138424
13,-1.6977123390115763,-0.8423637511435558,0.006713341035066284,0.20530104637145996,1.563860713681935
14,-1.704740195831761,-0.9717639896402848,0.0020204752281893675,0.22106385231018066,1.5641691945679579
15,-1.6670049719072657,-1.5578597981309152,0.00610500064138624,0.23346495628356845,1.5644802062545398
16,-1.7124552713607162,-2.420083438508944,0.00451948678688386,0.24988389015197665,1.564609965038702
17,-1.7365681826219743,2.9334949852324765,0.004221981423514632,0.2666034698486337,1.5621508589356943
18,-1.7370572355138507,1.5971492880263425,0.0040847492190842615,0.2836589813232422,1.5626516148157923
19,-1.7286760918176125,-0.01230101273094386,0.004080762282842542,0.29863405227661133,1.5640686821607552
20,-1.7374276343955979,-0.26478790058761803,0.006648449575845694,0.31105685234069824,1.5631638752099293
21,-1.6813517013176609,0.14845629742490996,0.006366924541644869,0.3273336887359619,1.5635988165299821
22,-1.7206176170773058,-0.7172691538037435,0.006068443644471564,0.34370899200439364,1.562318805867119
23,-1.6537487139788207,-0.8867781230389692,0.005455913780965685,0.36013174057006836,1.5592630671517622
24,-1.6170634061393536,-0.3264937012429021,0.005348998708215468,0.37641072273254395,1.5626778724823625
25,-1.7262504165456865,-0.1498470699315885,0.009508376429225071,0.3928380012512207,1.5638584714942008
