,bend_direction,bend_dir,bend_ang,time,bend_angle
0,0.38983831536269986,-3.1,1.0,0.0,1.5606769239615867
1,0.3728820661258277,-3.1112016848119803,0.9980020114957984,0.0004940032958984375,1.5593648364318569
2,0.41725827999097687,-3.1248138469106967,0.9972861684340176,0.0009751319885253906,1.5603836795878112
3,0.4457044551694105,-3.1382577320856733,0.9953128337155625,0.001299142837524414,1.5602619952443886
4,0.4740356988024822,3.1385999534089795,0.9915523249039712,0.0016629695892333984,1.5600147992975326
5,0.3991912411673026,-3.1394402385982194,0.9872211775851713,0.002260923385620117,1.560503409335771
6,0.40862611116966635,-3.1283613872639195,0.9854836396493204,0.002769947052001953,1.5602164297370402
7,0.43482425499287225,3.1399903462921155,0.9853723260616192,0.003113985061645508,1.5601133771345763
8,0.5166008708346825,3.1356400384629146,0.9823069235527516,0.003431558609008789,1.5595313765677963
9,0.39940756326698573,3.135011008778631,0.9775232270641055,0.0037429332733154297,1.5604083278180063
10,0.4256493936551891,3.1381132767715876,0.9743661678509754,0.004051923751831055,1.5602988288535122
11,0.47510006712035435,-3.1308257811400906,0.9727757452337022,0.0043599605560302734,1.5608842215572638
12,0.30525087991684374,3.139955430302064,0.97222994717885,0.004667997360229492,1.5605320127083746
13,0.3327470213893208,3.134580078108056,0.9684024340184878,0.004974126815795898,1.560452291545933
14,0.5031437994180832,3.1348432239956403,0.9635500081977629,0.005281925201416016,1.5603710073262913
15,0.60833029137436,3.1238564640181368,0.9602848837115179,0.01379108428955078,1.55960850867032
16,0.8753250780838584,3.1338485399625964,0.956186317957332,0.03019380569458008,1.5543377282100685
17,0.7620435203079617,3.1397719881691057,0.9516883664916236,0.04704499244689941,1.554765750291327
18,0.8488015187057423,3.1379007942167183,0.9475165244797163,0.06317400932312013,1.557885736538723
19,1.1433125691927994,-3.135744856181269,0.9450500192712958,0.0755770206451416,1.55063081874555
20,1.1611466161455986,3.1358645820814743,0.9440826842041949,0.09185290336608888,1.5478606831434463
21,1.1363517669768926,3.1374400952250587,0.9399992396307599,0.10836195945739746,1.5480523244692057
22,1.1603918279327023,-3.1321814879312746,0.9404451910847444,0.12487077713012695,1.547341501020567
23,1.169924943519545,-3.1340090954093083,0.935580063441519,0.14133810997009275,1.547430863815483
24,1.2046682776094184,3.140164162761837,0.9310464981136124,0.15758800506591794,1.5466197070669405
25,1.2245765657315382,-3.1314150458339465,0.9282995472027821,0.1694629192352295,1.543196160541898
