-1.996,-0.488,-0.413
-1.995,-0.487,-0.404
-1.997,-0.491,-0.411
-2.004,-0.488,-0.407
-2.001,-0.492,-0.411
-2.0,-0.492,-0.411
-1.999,-0.493,-0.415
-1.997,-0.488,-0.41
-1.999,-0.492,-0.413
-2.004,-0.494,-0.408
-2.001,-0.495,-0.405
-1.998,-0.499,-0.405
-1.995,-0.5,-0.407
-2.002,-0.503,-0.406
-2.001,-0.501,-0.407
-1.997,-0.505,-0.407
-1.996,-0.506,-0.41
-1.999,-0.502,-0.407
-1.994,-0.502,-0.407
-1.998,-0.503,-0.403
-1.992,-0.503,-0.403
-1.989,-0.504,-0.403
-1.991,-0.504,-0.401
-1.988,-0.498,-0.4
-1.987,-0.501,-0.404
-1.988,-0.499,-0.4
-1.989,-0.499,-0.403
-1.992,-0.498,-0.403
-1.991,-0.498,-0.406
-1.991,-0.498,-0.401
-1.987,-0.499,-0.399
-1.987,-0.499,-0.401
-1.993,-0.496,-0.398
-1.99,-0.496,-0.4
-1.989,-0.495,-0.397
-1.984,-0.495,-0.4
-1.986,-0.494,-0.403
-1.983,-0.491,-0.398
-1.992,-0.496,-0.401
-1.988,-0.495,-0.4
-1.982,-0.495,-0.401
-1.984,-0.489,-0.394
-1.985,-0.496,-0.398
-1.982,-0.489,-0.4
-1.985,-0.488,-0.403
-1.985,-0.49,-0.399
-1.98,-0.486,-0.405
-1.981,-0.486,-0.399
-1.981,-0.487,-0.404
-1.977,-0.487,-0.403
-1.982,-0.488,-0.402
-1.98,-0.491,-0.404
-1.98,-0.487,-0.405
-1.974,-0.488,-0.407
-1.968,-0.491,-0.408
-1.973,-0.489,-0.407
-1.968,-0.491,-0.409
-1.972,-0.485,-0.409
-1.968,-0.485,-0.406
-1.971,-0.482,-0.409
-1.971,-0.49,-0.406
-1.963,-0.498,-0.409
-1.96,-0.497,-0.406
-1.959,-0.495,-0.404
-1.955,-0.5,-0.405
-1.957,-0.506,-0.407
-1.959,-0.507,-0.399
-1.95,-0.51,-0.407
-1.951,-0.506,-0.404
-1.95,-0.509,-0.406
-1.951,-0.507,-0.41
-1.952,-0.506,-0.402
-1.949,-0.505,-0.405
-1.951,-0.504,-0.404
-1.946,-0.507,-0.402
-1.946,-0.505,-0.397
-1.951,-0.504,-0.398
-1.945,-0.51,-0.398
-1.943,-0.51,-0.399
-1.945,-0.509,-0.401
-1.946,-0.51,-0.397
-1.947,-0.511,-0.399
-1.95,-0.508,-0.395
-1.946,-0.511,-0.395
-1.944,-0.512,-0.397
-1.941,-0.512,-0.396
-1.942,-0.513,-0.397
-1.94,-0.512,-0.395
-1.943,-0.513,-0.395
-1.941,-0.512,-0.388
-1.942,-0.514,-0.396
-1.936,-0.516,-0.392
-1.939,-0.516,-0.393
-1.942,-0.513,-0.389
-1.942,-0.516,-0.393
-1.941,-0.52,-0.389
-1.94,-0.516,-0.391
-1.936,-0.518,-0.388
-1.943,-0.511,-0.385
-1.94,-0.508,-0.39
-1.941,-0.512,-0.395
-1.941,-0.512,-0.396
-1.942,-0.511,-0.394
-1.94,-0.511,-0.392
-1.944,-0.507,-0.392
-1.94,-0.51,-0.394
-1.943,-0.516,-0.392
-1.942,-0.517,-0.392
-1.943,-0.511,-0.391
-1.945,-0.513,-0.396
-1.945,-0.512,-0.393
-1.942,-0.509,-0.39
-1.944,-0.515,-0.396
-1.947,-0.508,-0.389
-1.946,-0.506,-0.397
-1.948,-0.505,-0.394
-1.948,-0.504,-0.398
-1.949,-0.503,-0.395
-1.952,-0.506,-0.397
-1.95,-0.504,-0.391
-1.949,-0.504,-0.397
-1.954,-0.5,-0.396
-1.953,-0.503,-0.398
-1.955,-0.497,-0.396
-1.952,-0.497,-0.397
-1.95,-0.497,-0.398
-1.956,-0.499,-0.395
-1.957,-0.5,-0.396
