-2.185,0.691,-0.382
-2.184,0.692,-0.369
-2.181,0.691,-0.376
-2.185,0.689,-0.376
-2.182,0.691,-0.373
-2.184,0.691,-0.375
-2.181,0.688,-0.381
-2.182,0.692,-0.375
-2.183,0.691,-0.373
-2.179,0.69,-0.377
-2.178,0.687,-0.375
-2.178,0.697,-0.375
-2.182,0.691,-0.377
-2.186,0.693,-0.372
-2.186,0.691,-0.374
-2.188,0.695,-0.372
-2.188,0.692,-0.377
-2.187,0.695,-0.373
-2.185,0.697,-0.372
-2.184,0.693,-0.371
-2.187,0.693,-0.374
-2.18,0.697,-0.37
-2.183,0.693,-0.375
-2.184,0.698,-0.368
-2.182,0.699,-0.373
-2.18,0.698,-0.369
-2.181,0.692,-0.368
-2.182,0.694,-0.375
-2.18,0.693,-0.379
-2.18,0.692,-0.377
-2.183,0.689,-0.376
-2.181,0.692,-0.372
-2.179,0.691,-0.374
-2.181,0.696,-0.371
-2.178,0.69,-0.376
-2.175,0.695,-0.377
-2.176,0.691,-0.375
-2.175,0.694,-0.37
-2.176,0.687,-0.377
-2.177,0.693,-0.372
-2.177,0.691,-0.373
-2.18,0.695,-0.372
-2.177,0.695,-0.37
-2.175,0.698,-0.373
-2.176,0.693,-0.368
-2.173,0.693,-0.373
-2.175,0.691,-0.376
-2.173,0.694,-0.374
-2.175,0.691,-0.374
-2.176,0.69,-0.374
-2.179,0.693,-0.373
-2.177,0.693,-0.374
-2.18,0.692,-0.368
-2.176,0.692,-0.372
-2.178,0.685,-0.377
-2.177,0.693,-0.372
-2.178,0.689,-0.373
-2.18,0.694,-0.376
-2.174,0.69,-0.375
-2.177,0.696,-0.372
-2.181,0.693,-0.37
-2.181,0.692,-0.371
-2.18,0.693,-0.375
-2.18,0.689,-0.374
-2.185,0.693,-0.37
-2.186,0.688,-0.375
-2.184,0.694,-0.374
-2.182,0.695,-0.379
-2.181,0.692,-0.371
-2.179,0.695,-0.374
-2.186,0.693,-0.374
-2.177,0.696,-0.374
-2.182,0.699,-0.376
-2.177,0.693,-0.374
-2.18,0.695,-0.38
-2.176,0.701,-0.378
-2.179,0.696,-0.373
-2.179,0.703,-0.37
-2.179,0.702,-0.377
-2.18,0.699,-0.375
-2.181,0.694,-0.374
-2.187,0.696,-0.375
-2.177,0.7,-0.375
-2.177,0.702,-0.376
-2.185,0.703,-0.372
-2.183,0.707,-0.374
-2.187,0.7,-0.371
-2.186,0.709,-0.374
-2.19,0.701,-0.373
-2.183,0.709,-0.371
-2.183,0.704,-0.373
-2.19,0.711,-0.374
-2.185,0.702,-0.379
-2.188,0.708,-0.377
-2.181,0.709,-0.372
-2.188,0.71,-0.373
-2.184,0.709,-0.371
-2.185,0.705,-0.374
-2.19,0.708,-0.374
-2.186,0.708,-0.369
-2.189,0.701,-0.373
-2.192,0.704,-0.373
-2.184,0.706,-0.371
-2.191,0.708,-0.373
-2.19,0.707,-0.369
-2.195,0.708,-0.375
-2.193,0.702,-0.375
-2.193,0.713,-0.375
-2.197,0.71,-0.372
-2.193,0.712,-0.372
-2.197,0.716,-0.372
-2.194,0.71,-0.374
-2.192,0.713,-0.369
-2.19,0.711,-0.369
-2.19,0.714,-0.372
-2.19,0.712,-0.369
-2.19,0.716,-0.371
-2.191,0.712,-0.371
-2.189,0.712,-0.375
-2.183,0.714,-0.369
-2.185,0.713,-0.372
-2.188,0.711,-0.374
-2.186,0.712,-0.37
-2.188,0.712,-0.368
-2.189,0.715,-0.373
-2.188,0.717,-0.371
-2.188,0.714,-0.372
-2.187,0.706,-0.375
-2.186,0.711,-0.369
-2.185,0.708,-0.373
-2.186,0.71,-0.366
-2.184,0.712,-0.369
-2.186,0.717,-0.37
-2.188,0.718,-0.366
-2.181,0.714,-0.369
-2.185,0.716,-0.368
-2.184,0.708,-0.37
-2.189,0.711,-0.371
-2.186,0.714,-0.374
-2.19,0.712,-0.367
-2.192,0.714,-0.373
-2.191,0.71,-0.372
-2.194,0.711,-0.372
-2.192,0.709,-0.366
-2.191,0.712,-0.372
-2.19,0.705,-0.373
-2.188,0.71,-0.371
-2.186,0.703,-0.367
-2.188,0.711,-0.374
-2.187,0.705,-0.37
-2.185,0.707,-0.371
-2.187,0.71,-0.366
-2.193,0.709,-0.371
-2.188,0.706,-0.366
-2.191,0.708,-0.367
-2.193,0.71,-0.368
-2.19,0.707,-0.366
-2.188,0.707,-0.366
-2.188,0.71,-0.369
-2.188,0.712,-0.372
-2.189,0.713,-0.371
-2.191,0.71,-0.368
-2.19,0.714,-0.369
-2.189,0.708,-0.373
-2.196,0.711,-0.37
-2.194,0.707,-0.37
-2.192,0.706,-0.367
-2.195,0.71,-0.369
-2.196,0.714,-0.372
-2.196,0.717,-0.37
-2.196,0.712,-0.37
-2.199,0.716,-0.369
-2.197,0.713,-0.37
-2.2,0.717,-0.373
-2.205,0.72,-0.373
-2.202,0.719,-0.372
-2.204,0.722,-0.371
-2.209,0.721,-0.371
-2.211,0.717,-0.376
-2.212,0.721,-0.376
-2.217,0.723,-0.37
-2.209,0.722,-0.377
-2.216,0.724,-0.367
-2.219,0.725,-0.372
-2.219,0.723,-0.372
-2.224,0.725,-0.375
-2.223,0.728,-0.372
