Format Version,1.21,Take Name,Bend 3 Try 1,Capture Frame Rate,120,Export Frame Rate,120,Capture Start Time,2021-03-12 10.06.50.389 PM,Total Frames in Take,3945,Total Exported Frames,3945,Rotation Type,Quaternion,Length Units,Millimeters
4,0.033333,0.000148,-0.000881,1.4E-05,-1,60.139271,-0.361794,76.814598,0.011926,0.004947,0.00378,0.000332,0.999981,-36.806629,115.510345,140.842499,0.071223
5,0.041667,0.000138,-0.000881,1.9E-05,-1,60.141335,-0.35054,76.812302,0.011871,0.00485,0.003767,0.000322,0.999981,-36.814163,115.513184,140.836914,0.062201
6,0.05,0.000129,-0.000878,1.7E-05,-1,60.152836,-0.351174,76.810402,0.010659,0.004834,0.003674,0.000385,0.999982,-36.797421,115.513176,140.837357,0.067479
7,0.058333,0.000153,-0.000875,4.8E-05,-1,60.155876,-0.352074,76.819229,0.016212,0.004849,0.003547,0.000549,0.999982,-36.797237,115.510406,140.835419,0.0739
8,0.066667,0.000125,-0.000872,2E-06,-1,60.138348,-0.361208,76.811256,0.011186,0.004748,0.003691,0.000336,0.999982,-36.81596,115.508881,140.837112,0.070075
9,0.075,9.6E-05,-0.000884,5.5E-05,-1,60.130577,-0.326491,76.817001,0.010664,0.005024,0.003699,0.000426,0.99998,-36.811844,115.539894,140.841904,0.069523
10,0.083333,0.000111,-0.000888,2E-06,-1,60.135651,-0.325042,76.819092,0.010212,0.004898,0.00378,0.000107,0.999981,-36.815384,115.531685,140.836792,0.074483
11,0.091667,0.000133,-0.00088,2.9E-05,-1,60.148354,-0.358361,76.813225,0.012075,0.004716,0.003658,0.000597,0.999982,-36.804375,115.511398,140.834457,0.07242
12,0.1,0.000154,-0.00086,3.7E-05,-1,60.159008,-0.379573,76.814995,0.01276,0.004597,0.003675,0.000355,0.999983,-36.799168,115.487259,140.837067,0.07475
13,0.108333,0.000151,-0.000882,4E-06,-1,60.150719,-0.374904,76.81411,0.014087,0.004746,0.003825,0.000306,0.999981,-36.806992,115.489784,140.83432,0.067588
14,0.116667,0.000122,-0.000878,-3.1E-05,-1,60.14241,-0.344385,76.813843,0.009497,0.0049,0.003698,0.000413,0.999981,-36.807095,115.521324,140.839447,0.068764
15,0.125,0.000129,-0.000879,8E-06,-1,60.135765,-0.316218,76.821495,0.010937,0.004821,0.003705,0.00051,0.999981,-36.807709,115.544891,140.840363,0.070545
16,0.133333,0.000156,-0.00088,-4E-06,-1,60.134434,-0.339323,76.815628,0.009328,0.004775,0.00372,0.000314,0.999982,-36.817204,115.532738,140.836014,0.066339
17,0.141667,0.000161,-0.000879,3E-05,-1,60.136929,-0.352126,76.810226,0.0136,0.004767,0.003556,0.000138,0.999982,-36.812084,115.511505,140.830704,0.075884
18,0.15,0.000136,-0.000882,5.3E-05,-1,60.148396,-0.355267,76.816307,0.011901,0.004875,0.003574,0.000345,0.999982,-36.801834,115.519203,140.837601,0.070046
19,0.158333,0.000119,-0.000874,1.5E-05,-1,60.145725,-0.345386,76.815613,0.010058,0.004529,0.003775,0.000699,0.999982,-36.808056,115.517998,140.836029,0.069609
20,0.166667,0.000133,-0.000881,2.1E-05,-1,60.145794,-0.34535,76.814011,0.009745,0.00498,0.003529,0.000272,0.999981,-36.806557,115.523125,140.837769,0.06894
21,0.175,0.000123,-0.000876,0,-1,60.145878,-0.346047,76.81694,0.0106,0.004751,0.003684,0.000217,0.999982,-36.802597,115.522736,140.840683,0.064608
22,0.183333,0.000133,-0.00088,3.9E-05,-1,60.149708,-0.376336,76.812424,0.014931,0.005556,0.003445,0.000757,0.999978,-36.805939,115.482262,140.813812,0.05458
23,0.191667,0.000132,-0.000874,2.8E-05,-1,60.150589,-0.371051,76.813171,0.009467,0.004678,0.00363,0.000263,0.999983,-36.807716,115.496437,140.835892,0.073531
24,0.2,0.000119,-0.000879,3E-06,-1,60.140209,-0.338515,76.82045,0.012532,0.004815,0.003789,0.000224,0.999981,-36.806091,115.522675,140.838181,0.069033
25,0.208333,0.000141,-0.000871,-3.7E-05,-1,60.139168,-0.332068,76.811012,0.011807,0.004887,0.00382,0.000546,0.999981,-36.812523,115.525055,140.837891,0.064353
26,0.216667,0.000114,-0.000882,2E-06,-1,60.153469,-0.357704,76.812737,0.009467,0.004632,0.003609,0.000635,0.999983,-36.794357,115.510521,140.838486,0.070348
27,0.225,0.000163,-0.000876,5.2E-05,-1,60.158512,-0.39365,76.810303,0.01364,0.004598,0.003665,1.5E-05,0.999983,-36.789684,115.480492,140.830582,0.072138
28,0.233333,0.000118,-0.000881,8.5E-05,-1,60.149746,-0.392757,76.810074,0.016769,0.005301,0.003532,0.000558,0.99998,-36.806316,115.456451,140.813522,0.059966
29,0.241667,0.000139,-0.000888,2.3E-05,-1,60.141251,-0.344595,76.81572,0.009542,0.004843,0.003658,0.000558,0.999981,-36.810974,115.515198,140.838287,0.068149
30,0.25,0.000118,-0.000892,3.3E-05,-1,60.137985,-0.297797,76.819778,0.009502,0.005081,0.003801,0.000572,0.99998,-36.812267,115.560112,140.839645,0.06763
31,0.258333,0.00012,-0.000881,-7E-06,-1,60.136295,-0.299411,76.819092,0.009721,0.00478,0.00367,0.000257,0.999982,-36.809044,115.558952,140.837921,0.071047
32,0.266667,0.000154,-0.000887,6.6E-05,-1,60.133289,-0.325157,76.819611,0.010719,0.004742,0.003573,0.000502,0.999982,-36.818729,115.545555,140.843445,0.071193
33,0.275,0.000156,-0.000875,5.7E-05,-1,60.128487,-0.343786,76.814735,0.01055,0.004857,0.003609,0.000491,0.999982,-36.820229,115.524521,140.834915,0.071938
34,0.283333,0.000117,-0.000891,3E-05,-1,60.136032,-0.354387,76.81282,0.007913,0.004628,0.003728,0.000345,0.999982,-36.809135,115.515678,140.832062,0.066413
35,0.291667,0.000135,-0.000877,9E-06,-1,60.154469,-0.346829,76.815575,0.011946,0.004771,0.003729,0.000345,0.999982,-36.792492,115.525703,140.842636,0.072313
36,0.3,0.000118,-0.000869,9E-06,-1,60.160847,-0.384178,76.810707,0.017087,0.004679,0.003716,0.000403,0.999982,-36.79697,115.483444,140.835724,0.072223
37,0.308333,0.000142,-0.000881,9E-06,-1,60.166145,-0.408614,76.807831,0.018259,0.005476,0.003519,0.00054,0.999979,-36.78994,115.446365,140.816498,0.059369
38,0.316667,0.00015,-0.000875,4.9E-05,-1,60.158852,-0.404372,76.811211,0.018095,0.005406,0.003638,0.00031,0.999979,-36.800724,115.449043,140.816177,0.068813
39,0.325,0.000139,-0.000864,-2.4E-05,-1,60.14336,-0.355092,76.807037,0.014106,0.004672,0.003747,0.000224,0.999982,-36.811085,115.49942,140.833572,0.067361
40,0.333333,7.8E-05,-0.000885,4.4E-05,-1,60.127403,-0.318681,76.815857,0.009283,0.005031,0.003735,0.000357,0.99998,-36.813255,115.546181,140.842224,0.068258
41,0.341667,0.000143,-0.000879,2E-06,-1,60.135513,-0.308341,76.817863,0.009045,0.004871,0.003761,0.000465,0.999981,-36.814804,115.548622,140.835358,0.065566
42,0.35,0.000164,-0.000876,2.2E-05,-1,60.146458,-0.343128,76.812675,0.010709,0.004655,0.003667,0.000319,0.999982,-36.801136,115.520561,140.835205,0.066396
43,0.358333,0.000126,-0.000873,7.9E-05,-1,60.152905,-0.361795,76.814873,0.012413,0.004796,0.003625,0.000195,0.999982,-36.799843,115.501175,140.83786,0.074339
44,0.366667,0.000147,-0.000872,2E-05,-1,60.141651,-0.355228,76.810982,0.01052,0.004894,0.003645,0.000381,0.999981,-36.807873,115.51593,140.838898,0.068864
45,0.375,8.5E-05,-0.000889,4.9E-05,-1,60.132278,-0.336613,76.813072,0.011832,0.004954,0.00374,0.000385,0.999981,-36.817852,115.528221,140.833008,0.070669
46,0.383333,9.6E-05,-0.000881,3.5E-05,-1,60.14069,-0.314612,76.817345,0.012095,0.00492,0.003682,0.000507,0.999981,-36.806358,115.541824,140.840149,0.069875
47,0.391667,0.000163,-0.000876,-7E-06,-1,60.140537,-0.336165,76.817589,0.009805,0.004744,0.003611,0.000411,0.999982,-36.80661,115.530594,140.836914,0.06546
48,0.4,0.00014,-0.000878,5.5E-05,-1,60.136909,-0.34491,76.811638,0.009457,0.004744,0.003625,1.4E-05,0.999982,-36.816311,115.509613,140.834396,0.067612
49,0.408333,0.000144,-0.000873,-8E-06,-1,60.135403,-0.332996,76.816299,0.01138,0.004714,0.003703,0.000245,0.999982,-36.818138,115.525475,140.837585,0.070761
50,0.416667,0.000105,-0.00089,1.2E-05,-1,60.137722,-0.33273,76.815536,0.011245,0.004477,0.003712,0.00052,0.999983,-36.810764,115.528008,140.837219,0.066996
51,0.425,9.3E-05,-0.000879,6E-05,-1,60.151897,-0.364167,76.814438,0.012298,0.004926,0.003697,0.00044,0.999981,-36.805988,115.502922,140.834503,0.067088
52,0.433333,0.000144,-0.000882,3.3E-05,-1,60.166359,-0.389769,76.81208,0.01879,0.005406,0.003502,0.000589,0.999979,-36.791515,115.466431,140.817566,0.064705
53,0.441667,0.000176,-0.000874,2.1E-05,-1,60.164661,-0.415151,76.806961,0.018011,0.0056,0.003493,0.000516,0.999978,-36.793888,115.445374,140.81015,0.063653
54,0.45,0.000112,-0.000878,4.6E-05,-1,60.158382,-0.375772,76.808281,0.015284,0.004885,0.003722,0.000502,0.999981,-36.795059,115.483597,140.831284,0.072971
55,0.458333,9.1E-05,-0.000886,5.5E-05,-1,60.148571,-0.34661,76.817886,0.010396,0.004843,0.003778,0.000215,0.999981,-36.807152,115.516754,140.843918,0.065784
56,0.466667,0.000147,-0.000875,-1.4E-05,-1,60.135414,-0.335912,76.815025,0.010192,0.004946,0.00372,0.000319,0.999981,-36.811764,115.529015,140.837357,0.066477
57,0.475,0.000129,-0.000869,3.2E-05,-1,60.135822,-0.326776,76.815849,0.011603,0.004582,0.003746,0.00019,0.999982,-36.808372,115.538116,140.838364,0.065098
58,0.483333,0.000159,-0.00088,2.5E-05,-1,60.136211,-0.330951,76.819229,0.012482,0.004638,0.003813,0.000254,0.999982,-36.817047,115.537056,140.8396,0.06721
59,0.491667,0.000168,-0.000872,-3.5E-05,-1,60.131317,-0.322116,76.816528,0.010639,0.004807,0.00365,0.000515,0.999982,-36.815372,115.536209,140.837448,0.068011
60,0.5,0.000112,-0.000883,-1.8E-05,-1,60.13628,-0.317319,76.818222,0.008563,0.005018,0.003763,0.000656,0.99998,-36.811462,115.550995,140.843719,0.072351
61,0.508333,0.000147,-0.000879,-1E-06,-1,60.144154,-0.340741,76.813858,0.01051,0.005088,0.00369,0.000601,0.99998,-36.804691,115.528976,140.837158,0.069442
62,0.516667,0.000161,-0.00087,4.8E-05,-1,60.149891,-0.379872,76.806282,0.012512,0.005335,0.003612,0.000272,0.999979,-36.803272,115.465439,140.81218,0.064544
63,0.525,0.00016,-0.000866,3.3E-05,-1,60.157436,-0.381277,76.812088,0.012974,0.004936,0.003507,0.000243,0.999982,-36.798386,115.487465,140.834686,0.078022
64,0.533333,0.000124,-0.000869,4.5E-05,-1,60.144947,-0.365671,76.812035,0.015482,0.005117,0.003657,0.000278,0.99998,-36.815239,115.507263,140.836838,0.074718
65,0.541667,0.000107,-0.000888,2.3E-05,-1,60.139973,-0.320771,76.816261,0.00985,0.00518,0.003854,0.000398,0.999979,-36.809719,115.540192,140.840485,0.067209
66,0.55,0.000134,-0.000878,1.1E-05,-1,60.144917,-0.319657,76.815239,0.013461,0.004755,0.00361,0.000567,0.999982,-36.806618,115.537086,140.837692,0.064515
67,0.558333,0.00014,-0.000882,5.1E-05,-1,60.152092,-0.359448,76.812439,0.011464,0.004523,0.003647,0.000335,0.999983,-36.80307,115.499847,140.832016,0.069683
68,0.566667,0.000152,-0.00086,6.6E-05,-1,60.152454,-0.392007,76.810875,0.014305,0.00541,0.003559,0.000349,0.999979,-36.802731,115.467041,140.813904,0.064766
69,0.575,0.000171,-0.000876,3.9E-05,-1,60.15353,-0.381413,76.815262,0.013356,0.004779,0.003745,0.000359,0.999982,-36.80426,115.484406,140.83522,0.07089
70,0.583333,0.000122,-0.000879,-3.2E-05,-1,60.14991,-0.36571,76.80899,0.010391,0.005085,0.003613,0.000644,0.99998,-36.803352,115.511559,140.837891,0.069255
71,0.591667,0.000135,-0.000882,-7E-06,-1,60.156811,-0.348535,76.810356,0.01056,0.0051,0.003642,0.000523,0.99998,-36.795826,115.518509,140.842056,0.068614
72,0.6,0.000156,-0.000873,1.9E-05,-1,60.147987,-0.348999,76.817574,0.01124,0.004848,0.003522,0.000234,0.999982,-36.799385,115.510719,140.839417,0.07273
73,0.608333,0.000149,-0.000881,4.9E-05,-1,60.133545,-0.351501,76.81337,0.012512,0.004888,0.003673,0.000223,0.999981,-36.814133,115.519051,140.8311,0.068205
74,0.616667,0.000148,-0.000871,1.9E-05,-1,60.124863,-0.317739,76.812469,0.008196,0.00491,0.003695,0.000342,0.999981,-36.823608,115.54821,140.840393,0.067971
75,0.625,0.000144,-0.000868,6E-06,-1,60.124584,-0.300099,76.817909,0.008826,0.005,0.003786,0.000479,0.99998,-36.826992,115.553551,140.841766,0.064747
76,0.633333,0.000149,-0.000879,0,-1,60.137489,-0.324554,76.81456,0.012626,0.00492,0.003689,0.000637,0.999981,-36.810471,115.540764,140.840225,0.074225
77,0.641667,0.000131,-0.000874,9E-06,-1,60.155003,-0.354195,76.813797,0.01059,0.004664,0.003638,0.000476,0.999982,-36.795952,115.515953,140.837357,0.0676
78,0.65,0.000146,-0.00087,3.6E-05,-1,60.162601,-0.395649,76.807037,0.012343,0.005362,0.003514,0.000428,0.999979,-36.795517,115.457253,140.814011,0.061237
79,0.658333,0.000142,-0.000879,1.8E-05,-1,60.158695,-0.389851,76.810425,0.01281,0.00467,0.003617,0.000249,0.999983,-36.79425,115.475769,140.835358,0.071374
80,0.666667,0.000131,-0.000882,3.7E-05,-1,60.147568,-0.36406,76.814247,0.012015,0.004931,0.003634,0.000156,0.999981,-36.804138,115.501961,140.839035,0.073505
81,0.675,0.000118,-0.000882,1.2E-05,-1,60.142231,-0.345826,76.809166,0.015507,0.004687,0.003858,0.000189,0.999982,-36.814323,115.517586,140.836746,0.068353
82,0.683333,0.000114,-0.000882,7.5E-05,-1,60.147095,-0.343377,76.813629,0.011325,0.004877,0.003666,0.000446,0.999981,-36.806705,115.520653,140.833313,0.069644
83,0.691667,0.000122,-0.000869,3.7E-05,-1,60.150051,-0.35107,76.814911,0.013173,0.004551,0.003709,0.000361,0.999983,-36.805916,115.513962,140.837082,0.071047
84,0.7,0.000124,-0.000871,3.5E-05,-1,60.142925,-0.361291,76.808914,0.011121,0.00458,0.003691,0.000384,0.999983,-36.808743,115.515251,140.834091,0.069401
85,0.708333,0.000125,-0.00089,3.2E-05,-1,60.142963,-0.347283,76.812599,0.012144,0.004778,0.003782,0.000389,0.999981,-36.811981,115.5243,140.839966,0.065778
86,0.716667,0.000147,-0.000888,9E-06,-1,60.148525,-0.348029,76.813309,0.01061,0.004871,0.00373,0.000216,0.999981,-36.803539,115.519455,140.840118,0.070987
87,0.725,0.000142,-0.000877,4.8E-05,-1,60.149628,-0.368613,76.81015,0.008702,0.004971,0.003684,0.00022,0.999981,-36.805382,115.495941,140.83493,0.071714
88,0.733333,0.000131,-0.000867,5.1E-05,-1,60.15284,-0.371185,76.813225,0.012999,0.00518,0.003598,0.000238,0.99998,-36.807903,115.480125,140.817429,0.058549
89,0.741667,0.000148,-0.000878,1.8E-05,-1,60.142166,-0.344375,76.814232,0.010908,0.004853,0.003696,0.000419,0.999981,-36.809383,115.528282,140.834518,0.072728
90,0.75,0.000112,-0.000879,7E-06,-1,60.131603,-0.303506,76.81163,0.009686,0.004856,0.003719,0.000384,0.999981,-36.817684,115.547615,140.836624,0.062138
91,0.758333,0.000106,-0.000875,-1.7E-05,-1,60.136097,-0.295421,76.819427,0.013307,0.005112,0.003849,0.000116,0.99998,-36.815247,115.556023,140.840576,0.062418
92,0.766667,0.000144,-0.000883,2.2E-05,-1,60.139042,-0.343421,76.81485,0.011404,0.004749,0.003595,0.000445,0.999982,-36.80806,115.526711,140.835999,0.071491
93,0.775,0.000149,-0.000873,5.3E-05,-1,60.14373,-0.384554,76.807915,0.015512,0.004784,0.003766,6.5E-05,0.999981,-36.812943,115.478943,140.831284,0.074454
94,0.783333,0.00015,-0.00087,6E-06,-1,60.156937,-0.370378,76.808929,0.011956,0.004494,0.003683,0.0002,0.999983,-36.803925,115.494476,140.839828,0.071485
95,0.791667,0.000116,-0.000879,-1.4E-05,-1,60.157249,-0.365827,76.809914,0.010262,0.004964,0.003768,0.000372,0.999981,-36.799889,115.494667,140.836288,0.074181
96,0.8,0.000122,-0.00088,2.5E-05,-1,60.156292,-0.357945,76.812584,0.009959,0.00499,0.003712,0.000397,0.999981,-36.793835,115.506104,140.835037,0.071986
97,0.808333,0.000165,-0.000866,-8E-06,-1,60.155788,-0.368504,76.816719,0.012169,0.004831,0.003636,0.000275,0.999982,-36.793713,115.501442,140.838135,0.076065
98,0.816667,0.000116,-0.000889,9.4E-05,-1,60.147171,-0.374828,76.808243,0.013669,0.005302,0.003594,0.00043,0.999979,-36.812004,115.470329,140.811707,0.061627
99,0.825,0.000129,-0.000877,2.4E-05,-1,60.143551,-0.357997,76.81279,0.009095,0.004762,0.00357,0.000572,0.999982,-36.810387,115.514412,140.837006,0.069401
100,0.833333,0.00014,-0.00089,-9E-06,-1,60.133995,-0.328769,76.816071,0.00973,0.004577,0.003758,0.000473,0.999982,-36.818275,115.52919,140.837738,0.065547
101,0.841667,7.4E-05,-0.000882,4.5E-05,-1,60.140057,-0.315174,76.814964,0.009418,0.004925,0.003623,0.00036,0.999981,-36.807793,115.552109,140.838867,0.066973
102,0.85,0.00015,-0.000889,-1E-05,-1,60.147247,-0.330037,76.817284,0.012065,0.004671,0.003713,0.000473,0.999982,-36.803169,115.536522,140.837128,0.069323
103,0.858333,0.000152,-0.000875,1.6E-05,-1,60.147942,-0.355367,76.814529,0.009095,0.004561,0.003776,0.000254,0.999983,-36.80867,115.506752,140.837006,0.071908
104,0.866667,0.000166,-0.000873,1.4E-05,-1,60.135513,-0.364166,76.809204,0.01202,0.004565,0.003687,0.000653,0.999983,-36.817078,115.504112,140.828506,0.069571
105,0.875,0.000104,-0.000882,5.8E-05,-1,60.136066,-0.330208,76.816429,0.009368,0.004661,0.003794,0.000556,0.999982,-36.813011,115.535973,140.843323,0.067841
106,0.883333,0.000137,-0.000887,1.7E-05,-1,60.144775,-0.328452,76.81395,0.011543,0.0048,0.003848,0.000558,0.999981,-36.802753,115.523788,140.838013,0.069156
107,0.891667,0.000122,-0.000874,1E-06,-1,60.163986,-0.375343,76.807388,0.010719,0.00483,0.003529,0.000247,0.999982,-36.785362,115.49678,140.83696,0.072227
108,0.9,0.000143,-0.000882,6.7E-05,-1,60.166168,-0.408298,76.808647,0.014375,0.005289,0.003668,0.000303,0.999979,-36.791191,115.449432,140.81543,0.062805
109,0.908333,0.000164,-0.000883,1.9E-05,-1,60.155987,-0.404955,76.808937,0.015785,0.005481,0.003486,0.000574,0.999979,-36.79969,115.44577,140.812958,0.061525
110,0.916667,0.000109,-0.000881,2.2E-05,-1,60.141838,-0.350999,76.813393,0.011186,0.005053,0.003726,0.000445,0.99998,-36.81126,115.513519,140.834641,0.070433
111,0.925,0.000111,-0.000888,2.9E-05,-1,60.137177,-0.297296,76.823372,0.008692,0.005001,0.003792,0.000757,0.99998,-36.80986,115.558823,140.843231,0.06534
112,0.933333,0.000122,-0.000888,5.4E-05,-1,60.132515,-0.308292,76.817032,0.009567,0.004703,0.003822,0.000829,0.999981,-36.820263,115.555122,140.83522,0.066181
113,0.941667,0.000144,-0.000876,1.5E-05,-1,60.138172,-0.319766,76.817566,0.008076,0.005124,0.003597,0.000571,0.99998,-36.813095,115.546196,140.8396,0.068503
114,0.95,0.00016,-0.000876,2.9E-05,-1,60.143074,-0.34625,76.813965,0.010873,0.004291,0.00365,0.000106,0.999984,-36.808575,115.521782,140.836578,0.074537
115,0.958333,0.00015,-0.000883,2.3E-05,-1,60.14286,-0.370703,76.80722,0.012433,0.004946,0.003754,0.000144,0.999981,-36.806702,115.501434,140.832367,0.070741
116,0.966667,0.000147,-0.000888,1.6E-05,-1,60.152245,-0.375923,76.812782,0.016058,0.004733,0.003639,0.000454,0.999982,-36.799484,115.490768,140.834167,0.069022
117,0.975,0.000155,-0.000883,-1.1E-05,-1,60.16544,-0.381067,76.814278,0.011777,0.004833,0.003791,0.000344,0.999981,-36.794571,115.481018,140.83609,0.066352
118,0.983333,0.000144,-0.000857,-5E-06,-1,60.160496,-0.378486,76.8088,0.011678,0.00474,0.003619,0.000541,0.999982,-36.7985,115.49826,140.831375,0.0734
119,0.991667,0.000122,-0.000874,2.5E-05,-1,60.146088,-0.330545,76.819,0.01136,0.004828,0.003803,0.000157,0.999981,-36.810913,115.535522,140.838867,0.067454
120,1,0.000113,-0.000882,5.1E-05,-1,60.11935,-0.303195,76.821472,0.009273,0.005007,0.003675,7.7E-05,0.999981,-36.823978,115.56086,140.84108,0.069839
121,1.008333,0.000133,-0.000885,3.6E-05,-1,60.113853,-0.308488,76.810143,0.011568,0.004983,0.003701,0.000151,0.999981,-36.828068,115.554192,140.83577,0.072258
122,1.016667,0.000137,-0.00088,3.1E-05,-1,60.145641,-0.333589,76.81813,0.008742,0.00503,0.003611,0.000585,0.999981,-36.804848,115.521141,140.838242,0.071571
123,1.025,0.00012,-0.000869,4.8E-05,-1,60.168732,-0.400032,76.808342,0.010699,0.005504,0.003506,0.000272,0.999979,-36.79221,115.446312,140.810593,0.066407
124,1.033333,0.000126,-0.000875,3.4E-05,-1,60.17836,-0.422412,76.808609,0.022401,0.005363,0.003549,0.000383,0.999979,-36.79211,115.423645,140.81015,0.062025
125,1.041667,0.000103,-0.000883,3.6E-05,-1,60.169952,-0.392184,76.814781,0.016501,0.004915,0.003727,0.000328,0.999981,-36.7896,115.478065,140.839386,0.067156
126,1.05,6E-05,-0.000878,6.9E-05,-1,60.150757,-0.348787,76.81089,0.010376,0.004967,0.003648,0.000508,0.999981,-36.803814,115.517097,140.835266,0.075564
127,1.058333,0.000171,-0.000885,-1.5E-05,-1,60.137344,-0.326731,76.81369,0.014439,0.004867,0.0036,0.00067,0.999981,-36.811905,115.537735,140.836273,0.069355
128,1.066667,0.000162,-0.000879,4.4E-05,-1,60.121613,-0.312531,76.820564,0.012199,0.004575,0.003657,0.000218,0.999983,-36.827785,115.551476,140.839676,0.068448
129,1.075,0.000177,-0.00087,-2.7E-05,-1,60.117722,-0.302935,76.813698,0.011325,0.00493,0.00373,0.0004,0.999981,-36.830994,115.563332,140.837158,0.06876
130,1.083333,0.000113,-0.000887,-1E-06,-1,60.136284,-0.295811,76.81971,0.011052,0.004736,0.003797,0.000256,0.999982,-36.818157,115.56369,140.839966,0.066311
131,1.091667,0.000119,-0.000883,-2.6E-05,-1,60.154671,-0.332197,76.816963,0.010098,0.004777,0.003705,0.00053,0.999982,-36.797791,115.533356,140.839691,0.06986
132,1.1,0.000142,-0.000888,4.2E-05,-1,60.162052,-0.408054,76.80912,0.01728,0.004722,0.003602,0.000386,0.999982,-36.794128,115.468246,140.832916,0.075217
133,1.108333,0.000182,-0.000879,4.8E-05,-1,60.169243,-0.440844,76.807953,0.018641,0.005438,0.003525,0.000405,0.999979,-36.793335,115.428497,140.813553,0.065254
134,1.116667,0.000159,-0.000876,2.3E-05,-1,60.160683,-0.401647,76.810127,0.012616,0.005233,0.003522,0.000503,0.99998,-36.801739,115.453995,140.813126,0.058488
135,1.125,0.00017,-0.000879,-3E-05,-1,60.145031,-0.342928,76.812263,0.012015,0.004984,0.003648,0.000777,0.999981,-36.807407,115.520386,140.83194,0.067144
136,1.133333,0.000131,-0.000866,-1.2E-05,-1,60.131294,-0.28799,76.819702,0.007962,0.005156,0.003853,0.000635,0.999979,-36.81208,115.567108,140.840851,0.067392
137,1.141667,0.000111,-0.000883,2.1E-05,-1,60.131763,-0.306545,76.817879,0.012999,0.004696,0.003696,0.000106,0.999982,-36.818474,115.557289,140.837708,0.071491
138,1.15,0.000139,-0.000886,4E-05,-1,60.139042,-0.349293,76.810387,0.009894,0.004577,0.003724,0.000196,0.999983,-36.808361,115.517822,140.834686,0.07665
139,1.158333,0.000155,-0.000876,2.3E-05,-1,60.15741,-0.383516,76.812538,0.014241,0.005347,0.003664,0.000199,0.999979,-36.80785,115.468689,140.816681,0.059195
140,1.166667,0.000122,-0.00088,4.7E-05,-1,60.150517,-0.392267,76.806671,0.018949,0.004892,0.003628,0.000574,0.999981,-36.80267,115.478355,140.83046,0.075887
141,1.175,0.000133,-0.000886,2E-06,-1,60.153912,-0.369917,76.811234,0.015775,0.004797,0.003648,0.000399,0.999982,-36.797546,115.4963,140.835358,0.069809
142,1.183333,0.000152,-0.000876,-1.2E-05,-1,60.159508,-0.351104,76.817085,0.011201,0.004867,0.003767,0.000623,0.999981,-36.793762,115.506851,140.838974,0.072895
143,1.191667,0.000123,-0.000873,8E-06,-1,60.149311,-0.352361,76.812881,0.010937,0.004989,0.00364,0.000174,0.999981,-36.802544,115.518585,140.83223,0.068661
144,1.2,0.000145,-0.000878,1.2E-05,-1,60.132553,-0.342057,76.814278,0.011484,0.004621,0.003598,0.000512,0.999983,-36.820293,115.52404,140.834869,0.067932
