Format Version,1.21,Take Name,Bend 4 Try 1,Capture Frame Rate,120,Export Frame Rate,120,Capture Start Time,2021-03-12 10.10.51.269 PM,Total Frames in Take,4271,Total Exported Frames,4271,Rotation Type,Quaternion,Length Units,Millimeters
4,0.033333,0.000155,-0.000894,3.1E-05,-1,60.154613,-0.42878,76.81134,0.015522,0.005783,0.004062,-0.0004,0.999975,-36.943901,115.521393,140.996658,0.121975
5,0.041667,0.000142,-0.000892,1E-05,-1,60.150585,-0.42786,76.814262,0.013823,0.005498,0.004057,-0.000728,0.999976,-36.951523,115.528809,141.008682,0.124062
6,0.05,0.000116,-0.000906,-2.5E-05,-1,60.139946,-0.384281,76.823036,0.011464,0.005722,0.004088,8.3E-05,0.999975,-36.952244,115.571838,141.009781,0.116905
7,0.058333,0.000108,-0.00091,-2E-06,-1,60.136494,-0.348173,76.819824,0.008911,0.005804,0.004033,1.2E-05,0.999975,-36.949951,115.594193,141.008972,0.124355
8,0.066667,0.000147,-0.00089,5E-06,-1,60.143326,-0.346798,76.825706,0.009095,0.005853,0.00407,-8.6E-05,0.999975,-36.945564,115.598969,141.013123,0.122383
9,0.075,0.000144,-0.0009,3.5E-05,-1,60.136616,-0.381056,76.818985,0.010033,0.004203,0.004452,0.001388,0.99998,-36.945644,115.558273,141.022888,0.149289
10,0.083333,0.000161,-0.000897,-2.6E-05,-1,60.12571,-0.39103,76.813477,0.015681,0.005582,0.004064,-0.000728,0.999976,-36.977623,115.551674,141.006668,0.126818
11,0.091667,0.000155,-0.000895,-5.4E-05,-1,60.127052,-0.357534,76.82341,0.013088,0.005465,0.004017,-0.000253,0.999977,-36.966415,115.578606,141.012558,0.128821
12,0.1,0.000124,-0.000909,1.3E-05,-1,60.138779,-0.347399,76.818741,0.008255,0.005606,0.004087,-9.9E-05,0.999976,-36.948921,115.606888,141.008301,0.116782
13,0.108333,0.000121,-0.000893,2.7E-05,-1,60.139862,-0.359358,76.821663,0.009815,0.005326,0.00369,0.00092,0.999979,-36.961102,115.563553,140.993622,0.094842
14,0.116667,0.000173,-0.000891,3.2E-05,-1,60.133682,-0.359768,76.825958,0.011727,0.005714,0.003968,-1.8E-05,0.999976,-36.957119,115.595779,141.010391,0.110663
15,0.125,0.000211,-0.000911,-4.3E-05,-1,60.115925,-0.356119,76.817383,0.010461,0.005677,0.003943,4E-06,0.999976,-36.971649,115.607101,141.008652,0.118614
16,0.133333,0.000124,-0.000908,3.7E-05,-1,60.113091,-0.329504,76.821068,0.006725,0.005742,0.004116,-0.00011,0.999975,-36.973366,115.617783,141.006973,0.115898
17,0.141667,0.000144,-0.000908,-3E-06,-1,60.125465,-0.317373,76.826973,0.008871,0.003291,0.003741,-0.000152,0.999988,-36.977146,115.664764,141.0177,0.127481
18,0.15,0.000161,-0.000908,-2.3E-05,-1,60.137089,-0.358896,76.820229,0.013774,0.005646,0.004098,-1E-06,0.999976,-36.956032,115.587982,141.009567,0.111445
19,0.158333,0.000146,-0.000905,1.7E-05,-1,60.152576,-0.393495,76.820015,0.013739,0.005095,0.003799,0.000923,0.999979,-36.955727,115.531723,140.98999,0.096281
20,0.166667,0.000154,-0.000895,1.4E-05,-1,60.158794,-0.401355,76.819862,0.011941,0.005272,0.003677,0.000951,0.999979,-36.947666,115.525871,140.985565,0.089421
21,0.175,0.000126,-0.0009,3E-05,-1,60.144615,-0.408808,76.812996,0.01514,0.005628,0.004152,-0.000253,0.999976,-36.950043,115.541451,141.001343,0.11165
22,0.183333,0.000139,-0.000916,-1.5E-05,-1,60.140297,-0.392367,76.818062,0.014792,0.005712,0.004087,0.000239,0.999975,-36.956264,115.552872,141.007324,0.117396
23,0.191667,0.000137,-0.000899,3.6E-05,-1,60.14183,-0.384582,76.822327,0.01059,0.005628,0.004053,-0.000232,0.999976,-36.950264,115.565697,141.008423,0.110884
24,0.2,0.000149,-0.000887,-9E-06,-1,60.142948,-0.378478,76.815285,0.010615,0.00582,0.004001,-4E-05,0.999975,-36.949402,115.5737,141.005081,0.116194
25,0.208333,0.000169,-0.000899,3E-05,-1,60.135445,-0.351931,76.827362,0.008285,0.005361,0.004037,-0.000555,0.999977,-36.963898,115.587021,141.016266,0.131253
26,0.216667,0.000181,-0.000893,-6.3E-05,-1,60.120739,-0.344956,76.821526,0.008956,0.005838,0.004034,-7.3E-05,0.999975,-36.968243,115.603371,141.010223,0.115046
27,0.225,0.000128,-0.00091,5.2E-05,-1,60.11824,-0.338121,76.821014,0.009611,0.005139,0.00405,-0.000626,0.999978,-36.974457,115.591217,141.008072,0.133144
28,0.233333,0.000136,-0.000896,1.1E-05,-1,60.135601,-0.353755,76.824493,0.011861,0.005579,0.004028,0.000153,0.999976,-36.956573,115.59304,141.013412,0.116856
29,0.241667,0.000138,-0.0009,2.3E-05,-1,60.137508,-0.376343,76.822044,0.012269,0.005664,0.004081,4E-06,0.999976,-36.952534,115.577095,141.002762,0.110986
30,0.25,0.000142,-0.000895,5E-06,-1,60.129288,-0.365644,76.820038,0.010808,0.005667,0.004083,-0.00025,0.999976,-36.960876,115.58004,141.005844,0.115314
31,0.258333,0.000153,-0.000911,-1E-06,-1,60.132317,-0.326804,76.827644,0.008846,0.005533,0.004087,-0.000379,0.999976,-36.969353,115.612373,141.01506,0.129522
32,0.266667,0.000126,-0.000904,-2.3E-05,-1,60.130493,-0.325839,76.823181,0.010302,0.005903,0.003974,6.2E-05,0.999975,-36.960037,115.623734,141.008698,0.118731
33,0.275,0.000196,-0.000907,-6E-06,-1,60.129311,-0.355841,76.82357,0.01055,0.005333,0.003847,0.000717,0.999978,-36.969288,115.575951,140.995575,0.104641
34,0.283333,0.000169,-0.000904,1.4E-05,-1,60.136482,-0.396882,76.818718,0.014946,0.005441,0.003958,-0.00069,0.999977,-36.966457,115.54657,141.008759,0.131588
35,0.291667,0.000163,-0.00091,2.3E-05,-1,60.142303,-0.41477,76.815453,0.009537,0.005467,0.003811,0.000892,0.999977,-36.965981,115.522186,140.985184,0.089855
36,0.3,0.000116,-0.000903,3.2E-05,-1,60.157051,-0.382591,76.818283,0.011921,0.005897,0.004049,-4.5E-05,0.999974,-36.939209,115.56057,141.010376,0.119791
37,0.308333,0.000133,-0.000901,1.5E-05,-1,60.152855,-0.3778,76.819489,0.014951,0.005369,0.003865,0.000895,0.999978,-36.954174,115.549408,140.993088,0.101839
38,0.316667,0.000146,-0.00091,1.1E-05,-1,60.140095,-0.396863,76.814285,0.011638,0.005413,0.003828,0.000685,0.999978,-36.965767,115.535988,140.98822,0.089634
39,0.325,0.000147,-0.00091,5.1E-05,-1,60.135464,-0.386388,76.821884,0.011856,0.005444,0.004001,-0.000247,0.999977,-36.958332,115.569824,141.006683,0.115365
40,0.333333,0.000118,-0.000895,3E-05,-1,60.127872,-0.366204,76.823166,0.011573,0.005618,0.004053,-0.000846,0.999976,-36.968216,115.574356,141.011658,0.130083
41,0.341667,0.000122,-0.000903,4.1E-05,-1,60.121624,-0.330131,76.819191,0.007992,0.005575,0.004048,1.4E-05,0.999976,-36.967373,115.622986,141.008331,0.119463
42,0.35,0.000135,-0.000901,-7E-06,-1,60.121243,-0.306823,76.827576,0.006576,0.003211,0.003719,0.000153,0.999988,-36.974251,115.675087,141.015976,0.131274
43,0.358333,0.000164,-0.000906,-3E-05,-1,60.131493,-0.329827,76.824112,0.007997,0.005234,0.0039,0.00086,0.999978,-36.970325,115.586037,140.992371,0.095043
44,0.366667,0.000182,-0.000887,1.2E-05,-1,60.135387,-0.376546,76.817863,0.013947,0.005877,0.003909,-2.4E-05,0.999975,-36.955353,115.577003,141.005112,0.119736
45,0.375,0.000169,-0.000901,5.7E-05,-1,60.141163,-0.376671,76.823708,0.013178,0.005667,0.003969,5E-06,0.999976,-36.952477,115.569969,141.006683,0.116235
46,0.383333,0.000124,-0.000889,4.4E-05,-1,60.126297,-0.367604,76.818939,0.010267,0.005349,0.004025,-0.000691,0.999977,-36.969765,115.568565,141.009537,0.129719
47,0.391667,0.000135,-0.000916,-2.6E-05,-1,60.129475,-0.341374,76.821152,0.010833,0.003424,0.00372,-0.000328,0.999987,-36.970303,115.637566,141.012131,0.12709
48,0.4,0.000161,-0.000898,-1.1E-05,-1,60.142467,-0.338668,76.824265,0.010391,0.005708,0.004039,-0.000125,0.999976,-36.945869,115.606834,141.011292,0.122848
49,0.408333,0.000139,-0.000894,4.5E-05,-1,60.142895,-0.381893,76.818344,0.01124,0.005824,0.00388,-0.000163,0.999976,-36.952377,115.5718,141.004669,0.116598
50,0.416667,0.000135,-0.000891,3.8E-05,-1,60.136765,-0.391381,76.818367,0.016312,0.005455,0.003958,-0.000587,0.999977,-36.963634,115.557663,141.00853,0.13367
51,0.425,0.000136,-0.000902,-4.1E-05,-1,60.134758,-0.380799,76.821983,0.014077,0.005728,0.00396,-0.000246,0.999976,-36.958618,115.563896,141.003326,0.118781
52,0.433333,0.000155,-0.000906,-2.4E-05,-1,60.13913,-0.376037,76.818733,0.011166,0.005488,0.003791,0.000581,0.999978,-36.967663,115.543304,140.988708,0.094011
53,0.441667,0.000154,-0.0009,-3.3E-05,-1,60.151798,-0.379711,76.817993,0.01058,0.005999,0.004117,8.6E-05,0.999974,-36.942863,115.573044,141.007904,0.124594
54,0.45,0.000167,-0.000887,1E-06,-1,60.149784,-0.390433,76.819763,0.021507,0.005671,0.004072,-0.000228,0.999976,-36.948029,115.561852,141.004074,0.114999
55,0.458333,0.000165,-0.000899,1.7E-05,-1,60.13287,-0.379312,76.817963,0.012666,0.005695,0.004061,9.1E-05,0.999976,-36.958076,115.575867,141.004257,0.119296
56,0.466667,0.000125,-0.000893,-1.1E-05,-1,60.125404,-0.334515,76.823692,0.011717,0.005703,0.004072,-0.000138,0.999976,-36.97308,115.607559,141.00946,0.116559
57,0.475,0.000137,-0.000899,-5.4E-05,-1,60.115871,-0.316016,76.821098,0.010153,0.003301,0.003735,-3.1E-05,0.999988,-36.985226,115.662666,141.01712,0.1244
58,0.483333,0.000126,-0.000917,2E-06,-1,60.117176,-0.336367,76.819435,0.011663,0.00565,0.004014,-8.6E-05,0.999976,-36.971237,115.619926,141.00766,0.122771
59,0.491667,0.000166,-0.000888,-2.6E-05,-1,60.128185,-0.336177,76.825546,0.012681,0.005698,0.004074,0.000113,0.999976,-36.96524,115.608902,141.010376,0.117427
60,0.5,0.000154,-0.000909,3.5E-05,-1,60.132668,-0.355861,76.818649,0.009745,0.005784,0.004135,-0.00047,0.999975,-36.956085,115.600449,141.006882,0.115795
61,0.508333,0.000183,-0.000906,-1.9E-05,-1,60.132629,-0.3479,76.82016,0.009273,0.005762,0.004021,-5.9E-05,0.999975,-36.958263,115.593651,141.007568,0.126719
62,0.516667,1E-04,-0.000912,2.2E-05,-1,60.129337,-0.347503,76.828293,0.00982,0.005935,0.004032,-0.000146,0.999974,-36.959564,115.597992,141.013046,0.121568
63,0.525,0.000143,-0.00091,3E-06,-1,60.131325,-0.392434,76.813934,0.015686,0.005742,0.004058,7E-05,0.999975,-36.95908,115.564423,141.00174,0.12082
64,0.533333,0.000136,-0.000907,2.4E-05,-1,60.150368,-0.401538,76.818649,0.011161,0.005912,0.004071,-0.000364,0.999974,-36.943027,115.550919,141.005905,0.116268
65,0.541667,0.000163,-0.000891,2.3E-05,-1,60.159145,-0.408054,76.816742,0.012487,0.004939,0.003771,0.000521,0.999981,-36.95129,115.526161,140.990082,0.090408
66,0.55,0.000151,-0.000896,-5.1E-05,-1,60.145912,-0.39557,76.813904,0.010605,0.005389,0.003764,0.001041,0.999978,-36.961609,115.535912,140.986069,0.100618
67,0.558333,0.000138,-0.000902,-4E-06,-1,60.136055,-0.357156,76.823273,0.00752,0.005401,0.004146,-0.000909,0.999976,-36.959309,115.578201,141.013275,0.129993
68,0.566667,0.000139,-0.000901,-2.6E-05,-1,60.135578,-0.358195,76.819412,0.012244,0.005362,0.00409,-8.2E-05,0.999977,-36.951107,115.593147,141.009064,0.125973
69,0.575,0.000147,-0.000895,-5E-06,-1,60.134144,-0.376861,76.816246,0.009189,0.005763,0.004023,-0.000233,0.999975,-36.95924,115.577293,141.003098,0.119368
70,0.583333,0.000186,-0.0009,0,-1,60.129517,-0.366658,76.822052,0.013048,0.005666,0.004105,4.3E-05,0.999976,-36.963093,115.58757,141.007477,0.11282
71,0.591667,0.000158,-0.000908,1.6E-05,-1,60.124496,-0.340823,76.820999,0.009452,0.005483,0.003965,-0.000112,0.999977,-36.968418,115.604279,141.009201,0.118032
72,0.6,0.000113,-0.000898,7E-06,-1,60.122704,-0.319589,76.822411,0.011782,0.00307,0.003506,0.000908,0.999989,-36.987526,115.637894,140.994003,0.100601
73,0.608333,0.000115,-0.000894,3.3E-05,-1,60.13636,-0.328455,76.829056,0.011116,0.0057,0.004105,0.000109,0.999975,-36.952885,115.623795,141.012253,0.123449
74,0.616667,0.000183,-0.000909,5E-05,-1,60.12685,-0.370423,76.820045,0.011707,0.005622,0.004059,7.2E-05,0.999976,-36.960522,115.588959,141.007645,0.11978
75,0.625,0.00015,-0.000898,1.9E-05,-1,60.124847,-0.378775,76.816475,0.00983,0.005427,0.003675,0.000804,0.999978,-36.982288,115.554962,140.986877,0.093539
76,0.633333,0.000138,-0.000903,-4.8E-05,-1,60.131977,-0.352936,76.822258,0.01202,0.005731,0.004021,-1.1E-05,0.999976,-36.960957,115.600578,141.007996,0.115902
77,0.641667,0.000166,-0.000905,-1.6E-05,-1,60.138203,-0.350548,76.819252,0.013873,0.005103,0.003823,0.000722,0.999979,-36.967228,115.570145,140.991043,0.101594
78,0.65,0.000118,-0.0009,-2.3E-05,-1,60.147575,-0.368591,76.818367,0.016302,0.005385,0.004,0.000162,0.999978,-36.950714,115.5867,141.00856,0.118744
79,0.658333,0.000158,-0.000906,-2E-05,-1,60.151596,-0.39462,76.819977,0.013779,0.005768,0.003953,0.0002,0.999976,-36.9445,115.557442,141.005173,0.115717
80,0.666667,0.000114,-0.000897,8E-05,-1,60.146694,-0.417276,76.812889,0.011399,0.005421,0.004001,0.000108,0.999977,-36.94873,115.53933,141.000732,0.11528
81,0.675,0.000134,-0.000907,1.3E-05,-1,60.143478,-0.397651,76.820335,0.013868,0.005498,0.003715,0.000866,0.999978,-36.961468,115.535255,140.990997,0.089702
82,0.683333,0.000135,-0.000914,1.1E-05,-1,60.137287,-0.375244,76.821205,0.015284,0.005944,0.004023,-0.000249,0.999974,-36.9547,115.576378,141.011841,0.12317
83,0.691667,0.000142,-0.000908,1E-06,-1,60.138187,-0.372167,76.814575,0.010053,0.005647,0.004065,-0.000286,0.999976,-36.952667,115.582359,141.00238,0.119851
84,0.7,9.5E-05,-0.000898,5.8E-05,-1,60.145241,-0.366074,76.821472,0.01125,0.005255,0.004092,-0.000203,0.999978,-36.942684,115.594101,141.006836,0.12085
85,0.708333,0.000148,-0.000893,8.8E-05,-1,60.137634,-0.368443,76.817375,0.00909,0.005867,0.00407,-0.000101,0.999974,-36.95269,115.583389,141.00528,0.120236
86,0.716667,0.00018,-0.000898,1.3E-05,-1,60.117672,-0.360412,76.820404,0.009899,0.005585,0.004147,-0.000487,0.999976,-36.97604,115.578819,141.005051,0.132612
87,0.725,0.000123,-0.000911,-1.2E-05,-1,60.113548,-0.338977,76.822372,0.009875,0.005762,0.00418,-7.9E-05,0.999975,-36.972481,115.610817,141.012314,0.1219
88,0.733333,0.00015,-0.000907,-2.7E-05,-1,60.131172,-0.34289,76.817802,0.009353,0.005181,0.003801,0.000605,0.999979,-36.970753,115.579872,140.993256,0.095921
89,0.741667,0.000187,-0.000899,-2.6E-05,-1,60.146549,-0.37383,76.82,0.011494,0.005319,0.00367,0.000696,0.999979,-36.958351,115.558983,140.989639,0.087011
90,0.75,0.000168,-0.000896,5.5E-05,-1,60.14381,-0.378655,76.818741,0.012323,0.005608,0.004007,-0.000382,0.999976,-36.951244,115.571579,141.007858,0.115482
91,0.758333,0.000157,-0.000909,3E-06,-1,60.128036,-0.370271,76.817749,0.008216,0.005753,0.004075,-0.00038,0.999975,-36.960587,115.584923,141.00351,0.116653
92,0.766667,0.000116,-0.000916,1.4E-05,-1,60.13007,-0.34999,76.819229,0.01279,0.005705,0.004069,0.000159,0.999975,-36.96246,115.594986,141.004944,0.12164
93,0.775,0.000152,-0.000902,1E-05,-1,60.137726,-0.35559,76.821571,0.008668,0.005736,0.004044,0.000188,0.999975,-36.953999,115.593941,141.007401,0.116454
94,0.783333,0.000193,-0.000896,-1E-06,-1,60.141689,-0.389083,76.817635,0.011176,0.005606,0.003975,-0.000112,0.999976,-36.953083,115.569649,141.007202,0.1177
95,0.791667,0.000156,-0.000886,2.8E-05,-1,60.142895,-0.391114,76.816414,0.013197,0.005242,0.003732,0.000924,0.999979,-36.961716,115.541969,140.985748,0.097799
96,0.8,0.000161,-0.000899,-1.8E-05,-1,60.142147,-0.371788,76.817978,0.01199,0.005504,0.00396,-0.000151,0.999977,-36.94957,115.582458,141.006058,0.118654
97,0.808333,0.000146,-0.000909,-1.3E-05,-1,60.133316,-0.367986,76.818008,0.011643,0.005235,0.003795,0.000229,0.999979,-36.977943,115.547646,140.992752,0.105659
98,0.816667,0.000165,-0.000909,-2.9E-05,-1,60.136021,-0.382275,76.819916,0.012184,0.005686,0.004048,0.000183,0.999976,-36.958546,115.571533,141.004959,0.117917
99,0.825,0.000164,-0.00089,1.6E-05,-1,60.143482,-0.40233,76.814873,0.014444,0.005834,0.004036,0.000137,0.999975,-36.953766,115.556129,141.003006,0.111726
100,0.833333,0.000122,-0.000895,5.4E-05,-1,60.145058,-0.393922,76.815125,0.014131,0.005587,0.004043,-0.000197,0.999976,-36.948997,115.559746,141.000854,0.121246
101,0.841667,0.000166,-0.000899,-1.2E-05,-1,60.140732,-0.349891,76.820641,0.010292,0.005783,0.003991,-9.6E-05,0.999975,-36.950329,115.593987,141.006958,0.118195
102,0.85,0.000165,-0.000902,-5.6E-05,-1,60.123547,-0.318173,76.823135,0.008876,0.003164,0.003764,-0.000229,0.999988,-36.978153,115.66671,141.016922,0.121895
103,0.858333,7.9E-05,-0.0009,0,-1,60.112789,-0.312408,76.825211,0.009681,0.005593,0.00412,6.8E-05,0.999976,-36.975704,115.631058,141.003464,0.120474
104,0.866667,0.000133,-0.000904,2.4E-05,-1,60.126316,-0.33388,76.826447,0.009606,0.005504,0.004052,-0.000175,0.999977,-36.965027,115.620323,141.008545,0.120793
105,0.875,0.00018,-0.000889,2.3E-05,-1,60.136372,-0.375639,76.81575,0.010783,0.005828,0.003981,6E-06,0.999975,-36.956356,115.579666,141.005157,0.122277
106,0.883333,0.000185,-0.000893,-6E-05,-1,60.139072,-0.387979,76.817291,0.011727,0.005862,0.004015,-4.3E-05,0.999975,-36.954674,115.566109,141.006638,0.123121
107,0.891667,0.000134,-0.000902,0,-1,60.142982,-0.37799,76.818871,0.010923,0.004946,0.003812,0.000272,0.999981,-36.970932,115.535271,140.993118,0.104194
108,0.9,0.000151,-0.0009,-1.1E-05,-1,60.15089,-0.38871,76.809822,0.01279,0.005963,0.004014,0.000138,0.999974,-36.941349,115.559059,141.001358,0.114039
109,0.908333,0.000165,-0.000898,-2.4E-05,-1,60.153168,-0.392815,76.817055,0.014226,0.005827,0.004079,-0.000277,0.999975,-36.944138,115.555115,141.00354,0.119383
110,0.916667,0.000191,-0.000902,-5.9E-05,-1,60.140621,-0.385379,76.825043,0.01588,0.00549,0.004002,-0.00058,0.999977,-36.96352,115.554382,141.009811,0.125216
111,0.925,0.000205,-0.000896,-3.3E-05,-1,60.11676,-0.360973,76.818665,0.010555,0.005761,0.003958,-0.000146,0.999976,-36.969242,115.591248,141.004547,0.120678
112,0.933333,0.000163,-0.000915,-3.3E-05,-1,60.126053,-0.331296,76.821869,0.012015,0.005582,0.004165,-6.5E-05,0.999976,-36.958393,115.6157,141.009735,0.126351
113,0.941667,0.000148,-0.0009,-4.8E-05,-1,60.144131,-0.357267,76.817787,0.012438,0.005279,0.003834,0.000747,0.999978,-36.955261,115.559792,140.989487,0.102005
114,0.95,0.00016,-0.000894,1.4E-05,-1,60.156952,-0.419051,76.813309,0.01577,0.00562,0.003982,-0.000138,0.999976,-36.933708,115.538513,141.001831,0.118952
115,0.958333,0.000164,-0.000885,1.3E-05,-1,60.162445,-0.444335,76.811569,0.023603,0.005704,0.004035,-0.000189,0.999976,-36.934456,115.517731,141.0009,0.11564
116,0.966667,0.000131,-0.00091,2.1E-05,-1,60.148445,-0.417428,76.813248,0.018472,0.005655,0.004048,0.000104,0.999976,-36.945068,115.539833,141.001526,0.114104
117,0.975,0.000141,-0.000906,-1.9E-05,-1,60.128414,-0.350845,76.820015,0.009979,0.002654,0.003429,0.000998,0.99999,-36.987301,115.605232,140.992523,0.105683
118,0.983333,0.000109,-0.000907,-1E-06,-1,60.118652,-0.280505,76.830879,0.008369,0.003309,0.003671,-6.3E-05,0.999988,-36.979935,115.68911,141.016876,0.126916
119,0.991667,0.000166,-0.000902,1.9E-05,-1,60.105476,-0.279468,76.826797,0.008722,0.007034,0.004278,-0.002286,0.999964,-36.989456,115.701691,141.014084,0.115328
120,1,0.000193,-0.000899,1.5E-05,-1,60.10445,-0.29736,76.81942,0.010714,0.007156,0.004347,-0.003031,0.99996,-37.000175,115.671143,141.010864,0.126425
121,1.008333,0.000123,-0.000896,4.2E-05,-1,60.113873,-0.325202,76.821548,0.009154,0.005611,0.004072,5E-06,0.999976,-36.974129,115.623215,141.008362,0.122196
122,1.016667,0.000134,-0.000899,3.8E-05,-1,60.131794,-0.380068,76.817375,0.011861,0.00587,0.004009,0.000169,0.999975,-36.96254,115.574905,141.001663,0.120899
123,1.025,0.000154,-0.000901,-2.2E-05,-1,60.162106,-0.423761,76.814285,0.01509,0.005834,0.00401,-0.000109,0.999975,-36.937675,115.530273,140.99614,0.118246
124,1.033333,0.000159,-0.000897,0,-1,60.182652,-0.468122,76.813469,0.026916,0.005625,0.004077,-0.000237,0.999976,-36.920292,115.49646,141.001953,0.113012
125,1.041667,0.000169,-0.00088,2.2E-05,-1,60.174774,-0.467332,76.806648,0.02257,0.005646,0.003596,8E-06,0.999978,-36.933716,115.483749,140.978928,0.079313
126,1.05,0.000178,-0.000891,-1E-06,-1,60.144978,-0.404474,76.817101,0.011807,0.00556,0.003933,6.3E-05,0.999977,-36.952602,115.558029,141.00441,0.116353
127,1.058333,0.000148,-0.000904,-3.1E-05,-1,60.110321,-0.31291,76.826286,0.011658,0.005798,0.004066,-0.000181,0.999975,-36.976822,115.627953,141.012009,0.117867
128,1.066667,0.000116,-0.00091,-1.1E-05,-1,60.102898,-0.285453,76.819794,0.009691,0.002977,0.003755,-0.000238,0.999989,-36.995464,115.687744,141.006577,0.134143
129,1.075,0.000168,-0.000895,-2.1E-05,-1,60.125973,-0.323235,76.825951,0.010287,0.005237,0.003828,0.000912,0.999979,-36.972572,115.602592,140.993759,0.10462
130,1.083333,0.000175,-0.000897,0,-1,60.146042,-0.38527,76.814644,0.014693,0.005593,0.003979,-0.000258,0.999977,-36.949657,115.56498,141.00293,0.11549
131,1.091667,0.000163,-0.000908,4E-06,-1,60.157059,-0.42685,76.812904,0.015005,0.005676,0.003933,1.3E-05,0.999976,-36.937309,115.529984,140.999908,0.11652
132,1.1,0.000157,-0.000892,0,-1,60.156616,-0.41554,76.814232,0.016193,0.005124,0.003889,0.000538,0.999979,-36.951874,115.515549,140.991684,0.098608
133,1.108333,9.6E-05,-0.000902,2.9E-05,-1,60.141697,-0.389024,76.815704,0.018199,0.005769,0.004065,0.000127,0.999975,-36.951008,115.563316,141.003143,0.118125
134,1.116667,0.000123,-0.000899,2.6E-05,-1,60.123936,-0.35795,76.820869,0.009144,0.005855,0.003964,-0.000308,0.999975,-36.962936,115.600899,141.005905,0.123633
135,1.125,0.000189,-0.000895,-2.5E-05,-1,60.111378,-0.312451,76.825623,0.012686,0.007346,0.004253,-0.002608,0.999961,-36.982983,115.668488,141.008453,0.107837
136,1.133333,0.00021,-0.000895,-5.6E-05,-1,60.103489,-0.294113,76.820808,0.013227,0.00665,0.004317,-0.002881,0.999964,-37.000874,115.668304,141.01001,0.117563
137,1.141667,0.000159,-0.000899,-4.2E-05,-1,60.117786,-0.303345,76.822159,0.014807,0.002924,0.00339,0.000628,0.99999,-36.998829,115.655441,140.994461,0.109912
138,1.15,0.000163,-0.000906,-6E-06,-1,60.139732,-0.355574,76.821426,0.00985,0.005802,0.004113,-0.000146,0.999975,-36.9491,115.602249,141.007446,0.118244
139,1.158333,0.000133,-0.000895,5.5E-05,-1,60.161568,-0.428578,76.812584,0.017037,0.005577,0.004036,-0.000204,0.999976,-36.938557,115.529114,140.996689,0.113058
140,1.166667,0.000183,-0.000894,6.8E-05,-1,60.171604,-0.467374,76.810715,0.02339,0.005791,0.003938,-0.000319,0.999975,-36.929726,115.499115,140.997055,0.112891
141,1.175,0.000147,-0.000905,6E-06,-1,60.166805,-0.44929,76.810448,0.02183,0.005584,0.004085,-0.000678,0.999976,-36.940769,115.502258,141.001007,0.122039
142,1.183333,0.000159,-0.0009,-5.2E-05,-1,60.143196,-0.39846,76.813477,0.013302,0.005835,0.004039,-5.8E-05,0.999975,-36.948345,115.556984,141.003952,0.125109
143,1.191667,0.000125,-0.000895,5.1E-05,-1,60.132904,-0.341227,76.821411,0.00979,0.005662,0.004036,-0.000291,0.999976,-36.959137,115.611847,141.006577,0.115769
