Format Version,1.21,Take Name,Bend 1 Try 2,Capture Frame Rate,120,Export Frame Rate,120,Capture Start Time,2021-03-12 09.58.39.398 PM,Total Frames in Take,3730,Total Exported Frames,3730,Rotation Type,Quaternion,Length Units,Millimeters
4,0.033333,3.6E-05,-0.000578,8.2E-05,-1,60.112202,-0.269568,76.818245,0.006636,0.006075,0.004181,0.000507,0.999973,-37.548134,115.67971,141.01857,0.035834
5,0.041667,4.1E-05,-0.000577,0.000102,-1,60.109104,-0.295893,76.813141,0.007446,0.005752,0.004268,0.000372,0.999974,-37.547157,115.656036,141.016418,0.037273
6,0.05,6.2E-05,-0.000565,0.000117,-1,60.111671,-0.282359,76.82048,0.008449,0.004621,0.004642,-0.001796,0.999977,-37.542454,115.630951,140.99971,0.029784
7,0.058333,2.2E-05,-0.000571,0.000139,-1,60.108086,-0.263056,76.817139,0.010515,0.00581,0.004218,0.000566,0.999974,-37.543652,115.695129,141.016098,0.037783
8,0.066667,2.5E-05,-0.000581,8.4E-05,-1,60.09531,-0.249847,76.816994,0.009532,0.005835,0.004257,0.000649,0.999974,-37.556046,115.707916,141.016998,0.035103
9,0.075,3E-05,-0.000582,7.8E-05,-1,60.100525,-0.260578,76.819626,0.006924,0.005991,0.004265,0.000493,0.999973,-37.555027,115.688324,141.022308,0.036459
10,0.083333,4.2E-05,-0.000583,0.000117,-1,60.109844,-0.311875,76.813065,0.008762,0.004864,0.004628,-0.001846,0.999976,-37.541542,115.602608,140.995895,0.032139
11,0.091667,2E-06,-0.000568,0.000121,-1,60.135723,-0.350937,76.809425,0.010028,0.004778,0.004581,-0.001526,0.999977,-37.529587,115.569832,140.994598,0.032923
12,0.1,1.3E-05,-0.000572,0.000107,-1,60.146271,-0.353346,76.811951,0.009855,0.004475,0.004641,-0.001623,0.999978,-37.515156,115.578354,140.996933,0.029617
13,0.108333,6E-06,-0.000571,8.9E-05,-1,60.137413,-0.348498,76.814812,0.008593,0.005949,0.004232,0.000684,0.999973,-37.529308,115.616592,141.015747,0.041659
14,0.116667,1.1E-05,-0.000568,7.7E-05,-1,60.123684,-0.321632,76.81591,0.008081,0.005992,0.004228,0.000323,0.999973,-37.540115,115.634735,141.013947,0.036591
15,0.125,3E-05,-0.000589,9.7E-05,-1,60.116386,-0.31003,76.815727,0.009681,0.004735,0.004692,-0.001732,0.999976,-37.53162,115.614487,141.001068,0.032037
16,0.133333,3.2E-05,-0.000579,0.000141,-1,60.108517,-0.305377,76.813049,0.007128,0.003004,0.004536,-0.001575,0.999984,-37.549072,115.644058,140.987869,0.027395
17,0.141667,5.4E-05,-0.000565,6.7E-05,-1,60.10202,-0.271392,76.818069,0.006447,0.004023,0.004212,0.000482,0.999983,-37.555672,115.708611,141.010681,0.037639
18,0.15,5E-06,-0.000562,0.000121,-1,60.099228,-0.242136,76.824577,0.008052,0.006017,0.004263,0.000182,0.999973,-37.558884,115.709129,141.021896,0.035076
19,0.158333,-1.1E-05,-0.000589,0.000122,-1,60.10355,-0.241897,76.817009,0.007093,0.005889,0.004268,0.000234,0.999974,-37.551155,115.710197,141.020493,0.030827
20,0.166667,3.3E-05,-0.000561,0.0001,-1,60.115356,-0.273598,76.817543,0.009616,0.005901,0.004116,0.000182,0.999974,-37.543983,115.681847,141.015869,0.034953
21,0.175,7.2E-05,-0.000567,8.8E-05,-1,60.111221,-0.320207,76.81395,0.008906,0.003207,0.004677,-0.001903,0.999982,-37.543373,115.637863,140.988235,0.025113
22,0.183333,7.4E-05,-0.000563,0.000117,-1,60.104496,-0.31598,76.810608,0.009477,0.004991,0.004594,-0.001473,0.999976,-37.548523,115.610481,140.994781,0.03164
23,0.191667,-9E-06,-0.000584,0.00012,-1,60.110451,-0.275495,76.819214,0.007595,0.005872,0.004252,0.000553,0.999974,-37.550987,115.681564,141.018478,0.036197
24,0.2,5.8E-05,-0.00058,2.8E-05,-1,60.112103,-0.266092,76.818581,0.007664,0.006,0.004258,0.000194,0.999973,-37.542423,115.688736,141.020844,0.038226
25,0.208333,3E-05,-0.000571,6.7E-05,-1,60.111374,-0.291839,76.817139,0.008528,0.004731,0.004613,-0.001588,0.999977,-37.538715,115.630333,140.998657,0.032618
26,0.216667,6.3E-05,-0.000575,0.000117,-1,60.122757,-0.327947,76.816246,0.007093,0.004837,0.004603,-0.001604,0.999976,-37.533241,115.594475,141.001541,0.030873
27,0.225,3E-05,-0.00057,0.000129,-1,60.123085,-0.350473,76.810837,0.009273,0.004723,0.00466,-0.001712,0.999977,-37.536572,115.578011,140.995392,0.0303
28,0.233333,-1E-05,-0.000574,0.000142,-1,60.126705,-0.343212,76.809227,0.008916,0.004789,0.00462,-0.001916,0.999976,-37.531876,115.585106,140.999084,0.03223
29,0.241667,6E-06,-0.000582,0.000113,-1,60.133064,-0.320101,76.81604,0.00673,0.005074,0.004692,-0.001693,0.999975,-37.525162,115.602287,140.999817,0.03426
30,0.25,1.5E-05,-0.000578,0.000131,-1,60.126148,-0.320852,76.812172,0.008956,0.004821,0.004619,-0.001712,0.999976,-37.530228,115.600266,140.997253,0.030586
31,0.258333,5.7E-05,-0.000574,7.5E-05,-1,60.127728,-0.307333,76.8153,0.008896,0.004333,0.004713,-0.001786,0.999978,-37.526016,115.616608,140.997162,0.03596
32,0.266667,4.9E-05,-0.000568,5.9E-05,-1,60.1078,-0.282991,76.820763,0.012343,0.003178,0.004745,-0.001757,0.999982,-37.543758,115.661652,140.989594,0.026132
33,0.275,5.5E-05,-0.000566,8E-05,-1,60.085384,-0.259861,76.817078,0.007629,0.006279,0.004203,0.000605,0.999971,-37.569153,115.696373,141.016907,0.037519
34,0.283333,3.6E-05,-0.000581,8.9E-05,-1,60.090904,-0.230441,76.82299,0.006676,0.005944,0.004212,9.8E-05,0.999974,-37.562752,115.716118,141.020126,0.037394
35,0.291667,2.1E-05,-0.000586,0.0001,-1,60.109055,-0.248803,76.821251,0.00825,0.00631,0.004186,0.000443,0.999971,-37.549805,115.697563,141.021851,0.034242
36,0.3,4.5E-05,-0.000576,9.6E-05,-1,60.11763,-0.293876,76.811676,0.009159,0.004823,0.004476,-0.001519,0.999977,-37.536461,115.625435,140.994705,0.030218
37,0.308333,4E-06,-0.000582,0.00014,-1,60.114956,-0.309585,76.816856,0.00822,0.004433,0.004679,-0.001411,0.999978,-37.539341,115.611572,140.996918,0.036339
38,0.316667,9E-06,-0.000585,0.00011,-1,60.108822,-0.307504,76.816147,0.00903,0.006172,0.00432,0.000516,0.999972,-37.552513,115.65274,141.0168,0.034458
39,0.325,-4E-06,-0.000581,0.000114,-1,60.111698,-0.300449,76.812714,0.007868,0.006072,0.004157,0.000737,0.999973,-37.550991,115.6465,141.013443,0.03852
40,0.333333,3.2E-05,-0.000579,9.2E-05,-1,60.127918,-0.301869,76.818596,0.0121,0.004759,0.00466,-0.001783,0.999976,-37.525963,115.614761,141.001495,0.030436
41,0.341667,2.3E-05,-0.000572,0.000105,-1,60.128769,-0.319768,76.813026,0.006492,0.004725,0.004653,-0.001796,0.999976,-37.531616,115.590591,140.998077,0.033054
42,0.35,1.8E-05,-0.000586,0.00011,-1,60.123299,-0.32705,76.812225,0.00833,0.004614,0.004673,-0.001656,0.999977,-37.533504,115.603607,140.994415,0.031887
43,0.358333,3.3E-05,-0.000585,3.9E-05,-1,60.11961,-0.296852,76.816589,0.008677,0.005743,0.004219,0.00047,0.999975,-37.539822,115.654915,141.022293,0.039931
44,0.366667,-2.4E-05,-0.000576,0.000145,-1,60.119209,-0.311167,76.812828,0.009333,0.006012,0.004236,0.000764,0.999973,-37.542107,115.644615,141.016876,0.036607
45,0.375,2.9E-05,-0.000586,0.000115,-1,60.121071,-0.324794,76.812744,0.009244,0.00473,0.00456,-0.001746,0.999977,-37.535507,115.59095,140.999893,0.028764
46,0.383333,2.9E-05,-0.000573,0.000145,-1,60.125671,-0.323803,76.81739,0.007396,0.004871,0.004681,-0.001949,0.999975,-37.531246,115.596619,140.995682,0.027439
47,0.391667,4.2E-05,-0.000582,8.9E-05,-1,60.112755,-0.299082,76.811157,0.009472,0.004642,0.004644,-0.001657,0.999977,-37.537529,115.619347,140.991135,0.036432
48,0.4,1.5E-05,-0.000568,7.1E-05,-1,60.102734,-0.249167,76.820213,0.005086,0.005903,0.004128,0.000474,0.999974,-37.550823,115.705177,141.023499,0.04105
49,0.408333,5E-06,-0.000566,7.6E-05,-1,60.095322,-0.229361,76.823257,0.009283,0.005914,0.004167,0.00047,0.999974,-37.561069,115.719002,141.024673,0.039441
50,0.416667,2.9E-05,-0.000583,9E-05,-1,60.090504,-0.262702,76.815773,0.004753,0.004052,0.00428,0.000402,0.999983,-37.559994,115.710487,141.007019,0.043474
51,0.425,5.9E-05,-0.000572,0.000135,-1,60.105118,-0.304051,76.814735,0.006512,0.003222,0.004695,-0.001877,0.999982,-37.549099,115.64241,140.988052,0.025278
52,0.433333,2E-06,-0.000562,0.000145,-1,60.119205,-0.306809,76.814201,0.008881,0.00463,0.004718,-0.001832,0.999977,-37.538166,115.611786,140.997452,0.029892
53,0.441667,3.6E-05,-0.00058,0.000105,-1,60.119877,-0.299715,76.815063,0.007818,0.005887,0.00415,0.000343,0.999974,-37.547695,115.653061,141.01622,0.041741
54,0.45,-2.5E-05,-0.000583,0.000114,-1,60.12252,-0.291945,76.818176,0.007669,0.005891,0.004204,0.000473,0.999974,-37.534851,115.670105,141.018372,0.039615
55,0.458333,1E-06,-0.000579,0.000117,-1,60.118793,-0.30504,76.813972,0.006616,0.005996,0.004172,0.000411,0.999973,-37.539074,115.647972,141.015457,0.034733
56,0.466667,2.3E-05,-0.000576,9E-05,-1,60.12215,-0.33371,76.808746,0.008409,0.004614,0.004716,-0.001752,0.999977,-37.534279,115.58744,140.993073,0.034023
57,0.475,3.9E-05,-0.00057,0.000157,-1,60.11895,-0.347633,76.811668,0.005295,0.004663,0.004567,-0.001704,0.999977,-37.535938,115.586563,140.997116,0.03237
58,0.483333,2.3E-05,-0.000576,7.9E-05,-1,60.112164,-0.313703,76.809174,0.007128,0.006055,0.004233,0.000685,0.999973,-37.549374,115.646576,141.013199,0.03768
59,0.491667,1.4E-05,-0.000573,5.3E-05,-1,60.119717,-0.289864,76.818451,0.005325,0.00609,0.004276,0.000505,0.999972,-37.536663,115.670815,141.01918,0.040745
60,0.5,3.5E-05,-0.000576,7E-05,-1,60.128971,-0.293261,76.818634,0.007396,0.006099,0.004257,0.000566,0.999972,-37.531467,115.663681,141.01796,0.039984
61,0.508333,2.3E-05,-0.000573,9.8E-05,-1,60.117687,-0.327256,76.811386,0.007167,0.00489,0.004682,-0.001559,0.999976,-37.53693,115.601212,141.00058,0.034538
62,0.516667,5.6E-05,-0.000574,7.5E-05,-1,60.102539,-0.315381,76.814087,0.009775,0.003068,0.004707,-0.001903,0.999982,-37.550823,115.631142,140.986359,0.025888
63,0.525,4.9E-05,-0.000571,8.7E-05,-1,60.09584,-0.276908,76.818161,0.00685,0.005729,0.004249,0.000139,0.999975,-37.560658,115.677391,141.015244,0.042961
64,0.533333,-5E-06,-0.000588,0.00011,-1,60.102207,-0.244148,76.81736,0.004575,0.005967,0.004298,0.000508,0.999973,-37.556602,115.700661,141.015213,0.036996
65,0.541667,3E-06,-0.000572,7.8E-05,-1,60.109715,-0.247743,76.824257,0.008702,0.00591,0.004203,0.000792,0.999973,-37.545204,115.706558,141.018951,0.036781
66,0.55,3.7E-05,-0.000564,6.9E-05,-1,60.108234,-0.283298,76.820007,0.0061,0.004374,0.004721,-0.00203,0.999977,-37.54129,115.639038,141.000137,0.034589
67,0.558333,4.5E-05,-0.000559,0.000107,-1,60.108711,-0.321493,76.807823,0.011861,0.004702,0.004647,-0.001887,0.999976,-37.548,115.606903,140.996323,0.032525
68,0.566667,4E-05,-0.000572,0.000136,-1,60.11557,-0.313489,76.813332,0.008355,0.00602,0.004253,0.000652,0.999973,-37.545101,115.651054,141.018005,0.034968
69,0.575,9E-06,-0.000584,7.8E-05,-1,60.120567,-0.314597,76.814163,0.010182,0.005991,0.00416,0.000681,0.999973,-37.541042,115.646034,141.015381,0.035485
70,0.583333,0,-0.000578,0.000165,-1,60.12542,-0.321708,76.809021,0.006944,0.004841,0.004626,-0.001531,0.999977,-37.531727,115.591469,140.991867,0.027204
71,0.591667,6.2E-05,-0.000557,0.000125,-1,60.132889,-0.320308,76.815269,0.010287,0.004667,0.004579,-0.00158,0.999977,-37.525513,115.598724,140.998856,0.036202
72,0.6,2.6E-05,-0.000574,7.8E-05,-1,60.1236,-0.320266,76.81395,0.00749,0.004862,0.004641,-0.001816,0.999976,-37.533306,115.601776,140.992218,0.029331
73,0.608333,5E-05,-0.000582,0.000122,-1,60.110542,-0.296668,76.81517,0.00529,0.005569,0.004224,0.000361,0.999976,-37.550453,115.661613,141.015457,0.036605
74,0.616667,1E-06,-0.000589,0.000118,-1,60.103283,-0.284487,76.816574,0.007922,0.006093,0.004259,0.000708,0.999972,-37.554905,115.671478,141.017395,0.032046
75,0.625,6.5E-05,-0.000574,7.1E-05,-1,60.114941,-0.305125,76.810997,0.007381,0.006166,0.004063,0.000689,0.999973,-37.544518,115.651146,141.011383,0.036426
76,0.633333,2.6E-05,-0.000565,0.000127,-1,60.127327,-0.320452,76.814247,0.007475,0.004521,0.004648,-0.001791,0.999977,-37.526585,115.597809,140.992981,0.035018
77,0.641667,3.1E-05,-0.000565,0.0001,-1,60.132133,-0.323502,76.815376,0.009189,0.004762,0.004709,-0.001513,0.999977,-37.528168,115.604752,140.998108,0.03491
78,0.65,4.1E-05,-0.000574,0.000101,-1,60.107185,-0.290651,76.814423,0.007873,0.006235,0.004169,0.000326,0.999972,-37.553509,115.662277,141.014038,0.036916
79,0.658333,5E-06,-0.000586,8.8E-05,-1,60.098255,-0.255574,76.821953,0.002727,0.00598,0.004187,0.000421,0.999973,-37.558395,115.700127,141.020584,0.038765
80,0.666667,2.2E-05,-0.000583,9E-05,-1,60.100498,-0.254928,76.82045,0.008101,0.005677,0.004182,0.000419,0.999975,-37.551506,115.695572,141.01738,0.034516
81,0.675,2.7E-05,-0.000564,0.000115,-1,60.109821,-0.293585,76.815079,0.006492,0.003127,0.004651,-0.001675,0.999983,-37.5438,115.652634,140.983536,0.02476
82,0.683333,3.8E-05,-0.000552,0.000109,-1,60.11401,-0.301288,76.81546,0.012383,0.004655,0.004673,-0.002007,0.999976,-37.538475,115.625664,140.997803,0.035337
83,0.691667,4.2E-05,-0.00058,6.8E-05,-1,60.112347,-0.291576,76.81662,0.010078,0.004763,0.00469,-0.001622,0.999976,-37.538895,115.62635,140.997406,0.031397
84,0.7,1.7E-05,-0.000569,0.000107,-1,60.11565,-0.288885,76.816658,0.007922,0.006303,0.004154,0.000541,0.999971,-37.540539,115.654633,141.014114,0.042121
85,0.708333,1E-06,-0.000587,0.000114,-1,60.126553,-0.308052,76.815292,0.008459,0.005883,0.00426,0.000209,0.999974,-37.534039,115.648033,141.019165,0.037275
86,0.716667,3.8E-05,-0.000583,0.00013,-1,60.124599,-0.345101,76.811966,0.010803,0.004821,0.004703,-0.001501,0.999976,-37.533852,115.578415,140.99585,0.037529
87,0.725,6.2E-05,-0.000571,0.000114,-1,60.126179,-0.351526,76.808769,0.00831,0.004877,0.004576,-0.001586,0.999976,-37.538136,115.573608,140.992935,0.034725
88,0.733333,2.7E-05,-0.000561,0.0001,-1,60.125656,-0.296886,76.815125,0.007997,0.004537,0.00461,-0.001702,0.999978,-37.530602,115.621643,140.998718,0.030364
89,0.741667,1.6E-05,-0.000569,9.8E-05,-1,60.113361,-0.277518,76.815201,0.007818,0.005858,0.004228,0.000427,0.999974,-37.545574,115.67437,141.015411,0.034427
90,0.75,-8E-06,-0.000571,7.9E-05,-1,60.109344,-0.280583,76.815445,0.007366,0.005904,0.004177,0.00063,0.999974,-37.547791,115.673569,141.01503,0.036903
91,0.758333,1.9E-05,-0.00057,0.000118,-1,60.113899,-0.299988,76.818626,0.003596,0.005879,0.004157,0.000593,0.999974,-37.547211,115.65963,141.015396,0.034799
92,0.766667,3.2E-05,-0.00057,0.000124,-1,60.115131,-0.32241,76.812752,0.006462,0.004519,0.004712,-0.001598,0.999977,-37.538193,115.607201,140.993774,0.029763
93,0.775,3.6E-05,-0.000574,9.3E-05,-1,60.118015,-0.304739,76.818092,0.005687,0.005797,0.004178,0.00052,0.999974,-37.545166,115.660957,141.01506,0.038131
94,0.783333,-9E-06,-0.00058,0.000108,-1,60.112072,-0.277431,76.815681,0.005787,0.006128,0.004217,0.000353,0.999972,-37.546719,115.674652,141.017853,0.039154
95,0.791667,3.3E-05,-0.000582,9.9E-05,-1,60.104416,-0.274714,76.813446,0.007749,0.005842,0.004126,0.000374,0.999974,-37.549889,115.69146,141.015686,0.036949
96,0.8,4.6E-05,-0.000577,9.6E-05,-1,60.108776,-0.285516,76.81842,0.009656,0.004934,0.00468,-0.001627,0.999976,-37.545906,115.636215,140.99971,0.032332
97,0.808333,7.9E-05,-0.000563,9.9E-05,-1,60.110306,-0.294837,76.817383,0.007118,0.003078,0.004652,-0.00179,0.999983,-37.546455,115.659653,140.990143,0.025056
98,0.816667,3.2E-05,-0.000577,0.000131,-1,60.100292,-0.291869,76.812675,0.008573,0.00477,0.004722,-0.00189,0.999976,-37.555138,115.628105,140.996033,0.03493
99,0.825,-4E-06,-0.000578,0.000121,-1,60.114536,-0.280399,76.817024,0.007754,0.005875,0.004218,0.000601,0.999974,-37.549503,115.675377,141.021652,0.038394
100,0.833333,-3.7E-05,-0.000573,0.000107,-1,60.13147,-0.301491,76.814522,0.006293,0.004667,0.004575,-0.001636,0.999977,-37.526764,115.61586,140.997543,0.029109
101,0.841667,2.2E-05,-0.000575,0.000106,-1,60.134216,-0.340999,76.809448,0.014499,0.004566,0.004612,-0.00183,0.999977,-37.521042,115.579712,140.997971,0.034329
102,0.85,1.9E-05,-0.00057,0.000164,-1,60.133682,-0.350639,76.810402,0.010014,0.004743,0.004673,-0.001888,0.999976,-37.51923,115.580345,140.997055,0.028936
103,0.858333,1.4E-05,-0.000578,9.4E-05,-1,60.116905,-0.333116,76.81105,0.010575,0.004872,0.004683,-0.001523,0.999976,-37.53965,115.590385,140.995453,0.035013
104,0.866667,5E-06,-0.000575,6.5E-05,-1,60.113739,-0.299258,76.812737,0.005692,0.006374,0.004103,0.000658,0.999971,-37.547787,115.661232,141.019547,0.037907
105,0.875,2.2E-05,-0.000576,0.000102,-1,60.117065,-0.275671,76.819061,0.004008,0.006036,0.00427,0.000468,0.999973,-37.543831,115.674789,141.018188,0.04041
106,0.883333,4.3E-05,-0.000564,0.000102,-1,60.114223,-0.299173,76.813568,0.009512,0.003201,0.004748,-0.001909,0.999982,-37.540085,115.662468,140.989304,0.028245
107,0.891667,3.9E-05,-0.000576,0.000173,-1,60.113792,-0.292414,76.811111,0.009343,0.002971,0.004655,-0.001959,0.999983,-37.543003,115.653397,140.986694,0.026831
108,0.9,-1E-06,-0.000568,0.000102,-1,60.106796,-0.281577,76.81897,0.007307,0.005803,0.004204,0.00052,0.999974,-37.551807,115.678314,141.016968,0.03885
109,0.908333,1.4E-05,-0.000577,0.0001,-1,60.100979,-0.282111,76.81543,0.006611,0.005899,0.004278,0.000379,0.999973,-37.556713,115.670494,141.010315,0.036857
110,0.916667,3.3E-05,-0.000573,6.4E-05,-1,60.106129,-0.289959,76.816795,0.007262,0.005773,0.004316,0.000305,0.999974,-37.548023,115.666916,141.017548,0.034353
111,0.925,3.2E-05,-0.000577,0.000111,-1,60.120396,-0.306168,76.814262,0.007073,0.004364,0.004585,-0.001867,0.999978,-37.532711,115.612823,141.000122,0.03281
112,0.933333,4E-06,-0.000574,0.000136,-1,60.123562,-0.317787,76.810287,0.007465,0.00459,0.00471,-0.001678,0.999977,-37.534344,115.603668,140.991287,0.028207
113,0.941667,7.5E-05,-0.000573,0.000106,-1,60.11615,-0.293765,76.820641,0.010028,0.004595,0.004664,-0.001608,0.999977,-37.540371,115.627762,141.001678,0.030477
114,0.95,-1E-06,-0.00058,0.000137,-1,60.103878,-0.269615,76.813705,0.006119,0.005994,0.004281,0.000205,0.999973,-37.555622,115.689606,141.018234,0.037928
115,0.958333,3.9E-05,-0.000581,9.4E-05,-1,60.1031,-0.275514,76.814217,0.00596,0.00599,0.004176,0.000792,0.999973,-37.553398,115.674545,141.012833,0.038257
116,0.966667,5.4E-05,-0.00058,8.4E-05,-1,60.122036,-0.311032,76.816444,0.008588,0.004849,0.00466,-0.001601,0.999976,-37.533306,115.611244,140.995209,0.030716
117,0.975,2.5E-05,-0.000565,0.000192,-1,60.133556,-0.351821,76.809174,0.010565,0.004915,0.004654,-0.001995,0.999975,-37.530762,115.569328,140.992798,0.030983
118,0.983333,4.1E-05,-0.000571,9.4E-05,-1,60.135792,-0.353782,76.809128,0.009706,0.004903,0.00474,-0.001887,0.999975,-37.528797,115.584045,140.998474,0.034671
119,0.991667,2E-06,-0.00058,0.000101,-1,60.131157,-0.311872,76.816986,0.009065,0.006115,0.004215,0.000448,0.999972,-37.531944,115.642509,141.01535,0.038013
120,1,-2.5E-05,-0.000582,0.000123,-1,60.119076,-0.296982,76.812691,0.00534,0.005839,0.00425,0.000426,0.999974,-37.541206,115.65918,141.015793,0.035142
121,1.008333,5E-06,-0.00057,8.8E-05,-1,60.108948,-0.303536,76.816887,0.007267,0.00501,0.00468,-0.001551,0.999975,-37.543575,115.619545,141.001511,0.0337
122,1.016667,7.1E-05,-0.000589,6.8E-05,-1,60.105022,-0.294017,76.815727,0.006735,0.00491,0.004662,-0.001658,0.999976,-37.545956,115.624252,140.998901,0.031944
123,1.025,2.6E-05,-0.000576,0.000121,-1,60.094734,-0.273421,76.81472,0.003835,0.00585,0.004248,0.000652,0.999974,-37.560364,115.675667,141.014969,0.03195
124,1.033333,2E-06,-0.000593,0.000101,-1,60.102898,-0.247496,76.818634,0.008643,0.005997,0.004252,0.000462,0.999973,-37.55373,115.700966,141.01796,0.036228
125,1.041667,2.2E-05,-0.000573,9.3E-05,-1,60.113697,-0.261259,76.821053,0.005558,0.005981,0.004319,7.4E-05,0.999973,-37.543781,115.678429,141.018356,0.033131
126,1.05,5.2E-05,-0.000577,7.8E-05,-1,60.120663,-0.311249,76.813385,0.006815,0.00605,0.004039,0.000478,0.999973,-37.541512,115.643852,141.01413,0.034935
127,1.058333,5.6E-05,-0.00057,0.000115,-1,60.123127,-0.33856,76.814125,0.00674,0.005007,0.004568,-0.001554,0.999976,-37.533951,115.588783,140.997894,0.038768
128,1.066667,3E-05,-0.000571,0.000115,-1,60.119186,-0.324166,76.808311,0.009835,0.006389,0.004088,0.000446,0.999971,-37.543255,115.640488,141.010666,0.036815
129,1.075,2.4E-05,-0.000586,9E-05,-1,60.116314,-0.295154,76.81353,0.009437,0.006048,0.004112,0.000245,0.999973,-37.547546,115.653931,141.014435,0.037046
130,1.083333,8E-06,-0.000562,6.9E-05,-1,60.116417,-0.280185,76.818176,0.005076,0.006046,0.00429,0.000256,0.999973,-37.540932,115.676346,141.018967,0.036291
131,1.091667,0,-0.000573,7.7E-05,-1,60.12257,-0.292191,76.816536,0.008896,0.004723,0.004612,-0.00179,0.999977,-37.534943,115.62574,141.000168,0.034232
132,1.1,1.6E-05,-0.000573,0.000131,-1,60.117283,-0.320633,76.812386,0.007038,0.004387,0.004743,-0.001389,0.999978,-37.536587,115.588318,140.993439,0.030945
133,1.108333,4.1E-05,-0.000577,0.000122,-1,60.115757,-0.322851,76.814217,0.008017,0.004884,0.00463,-0.001611,0.999976,-37.543232,115.60321,140.999786,0.03286
134,1.116667,-2E-06,-0.000589,0.000115,-1,60.111507,-0.304859,76.816208,0.006969,0.005998,0.004216,0.000483,0.999973,-37.549271,115.651688,141.012909,0.037448
135,1.125,1.5E-05,-0.000581,9.3E-05,-1,60.116833,-0.297179,76.812134,0.007138,0.005786,0.004176,0.000326,0.999975,-37.539394,115.66272,141.01709,0.040378
136,1.133333,1.8E-05,-0.000581,8.2E-05,-1,60.127068,-0.307928,76.81321,0.007043,0.004934,0.004541,-0.001785,0.999976,-37.526649,115.609726,140.997375,0.033526
137,1.141667,2E-05,-0.000571,0.000128,-1,60.120571,-0.319684,76.811928,0.008017,0.004566,0.00465,-0.001793,0.999977,-37.534828,115.601494,140.990891,0.031998
138,1.15,7.5E-05,-0.000582,6.4E-05,-1,60.110905,-0.299384,76.815071,0.008851,0.004448,0.00465,-0.001629,0.999978,-37.544067,115.623528,140.999619,0.02886
139,1.158333,-1E-05,-0.000578,0.000124,-1,60.09623,-0.264332,76.821053,0.007952,0.005846,0.004239,0.000453,0.999974,-37.557728,115.691002,141.018509,0.040173
140,1.166667,-3E-06,-0.000586,9.3E-05,-1,60.090965,-0.261759,76.815613,0.00529,0.005938,0.004291,0.000311,0.999973,-37.562744,115.687164,141.014572,0.034997
141,1.175,1.4E-05,-0.000565,0.000114,-1,60.114258,-0.279871,76.817513,0.004932,0.006091,0.004246,0.000169,0.999972,-37.544907,115.680672,141.017181,0.033758
142,1.183333,5E-05,-0.000566,0.00011,-1,60.120926,-0.306033,76.813919,0.006358,0.004786,0.004742,-0.002055,0.999975,-37.536339,115.611404,140.996658,0.036241
143,1.191667,1.5E-05,-0.000567,0.000113,-1,60.119511,-0.319036,76.812439,0.006949,0.004854,0.004593,-0.00191,0.999976,-37.536537,115.602188,140.99411,0.033024
