time,joint_index,x,y,z,xr,yr,zr,wr
0.192327,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.192327,1,20.0,0.0,0.0,0.0,0.0,0.0,1.0
0.22283,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.22283,1,20.0,0.0,0.0,0.0,0.0,0.0,1.0
0.253034,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.253034,1,20.0,0.0,0.0,0.0,0.0,0.0,1.0
0.285705,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.285705,1,20.0,0.0,0.0,0.0,0.0,0.0,1.0
0.317099,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.317099,1,20.0,0.0,0.0,0.0,0.0,0.0,1.0
0.348494,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.348494,1,20.0,0.0,0.0,0.0,0.0,0.0,1.0
0.379781,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.379781,1,20.0,0.0,0.0,0.0,0.0,0.0,1.0
0.41101,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.41101,1,20.0,0.0,0.0,0.0,0.0,0.0,1.0
0.442588,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.442588,1,20.0,0.0,0.0,0.0,0.0,0.0,1.0
0.47475,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.47475,1,20.0,0.0,0.0,0.0,0.0,0.0,1.0
0.506441,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.506441,1,20.0,0.0,0.0,0.0,0.0,0.0,1.0
0.538063,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.538063,1,20.0,0.0,0.0,0.0,0.0,0.0,1.0
0.570011,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.570011,1,20.0,0.0,0.0,0.0,0.0,0.0,1.0
0.601628,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.601628,1,20.0,0.0,0.0,0.0,0.0,0.0,1.0
0.633209,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.633209,1,20.0,0.0,0.0,0.0,0.0,0.0,1.0
0.665216,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.665216,1,20.0,0.0,0.0,0.0,0.0,0.0,1.0
0.696919,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.696919,1,20.0,0.0,0.0,0.0,0.0,0.0,1.0
0.72882,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.72882,1,20.0,0.0,0.0,0.0,0.0,0.0,1.0
0.760392,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.760392,1,20.0,0.0,0.0,0.0,0.0,0.0,1.0
0.79327,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.79327,1,20.0,0.0,0.0,0.0,0.0,0.0,1.0
0.818349,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.818349,1,20.0,0.0,0.0,0.0,0.0,0.0,1.0
0.850544,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.850544,1,20.0,0.0,0.0,0.0,0.0,0.0,1.0
