,time,joint_index,x,y,z,xr,yr,zr,wr,angle,axis,sensor_x,sensor_y,sensor_z,axis_x,axis_y,axis_z
105,0.6508550000000001,1,-58.083725,-9.512005,-63.675877,-0.050255,0.913474,-0.022181,0.403172,132.44674754529458,[-0.05491604  0.99819674 -0.02423824],0.0241,0.0039,0.0264,-0.054916042793827086,0.9981967421161757,-0.024238239880805465
106,0.660514,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,[0. 0. 0.],0.0238,0.0045,0.0266,0.0,0.0,0.0
107,0.660514,1,-57.385674,-10.824043,-64.09788499999999,-0.057094000000000006,0.9111809999999999,-0.025516999999999998,0.407233,131.93774093223539,[-0.06251228  0.99765307 -0.02793859],0.0238,0.0045,0.0266,-0.06251228287518935,0.9976530707692209,-0.027938591132627012
108,0.668849,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,[0. 0. 0.],0.0234,0.005,0.0268,0.0,0.0,0.0
109,0.668849,1,-56.536373,-12.10563,-64.62125400000001,-0.063721,0.908388,-0.028918,0.412232,131.3097697183427,[-0.06994013  0.9970461  -0.03174038],0.0234,0.005,0.0268,-0.06994012973840813,0.9970461005447667,-0.03174037870992744
110,0.677183,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,[0. 0. 0.],0.0232,0.0053,0.0269,0.0,0.0,0.0
111,0.677183,1,-56.054802,-12.73374,-64.91938,-0.066946,0.906801,-0.030644,0.415079,130.9514024868057,[-0.07358441  0.99672003 -0.03368268],0.0232,0.0053,0.0269,-0.07358441256125002,0.9967200265132208,-0.033682680645997456
112,0.685517,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,[0. 0. 0.],0.0228,0.0058,0.0272,0.0,0.0,0.0
113,0.685517,1,-54.97735600000001,-13.961960999999999,-65.584816,-0.073196,0.903243,-0.034154000000000004,0.42145900000000003,130.14652435176913,[-0.0807148   0.99602544 -0.03766235],0.0228,0.0058,0.0272,-0.08071479966455333,0.9960254357261347,-0.03766234859477506
114,0.693851,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,[0. 0. 0.],0.0223,0.0063,0.0275,0.0,0.0,0.0
115,0.693851,1,-53.746937,-15.149207,-66.336884,-0.07915499999999999,0.899164,-0.037743,0.42873599999999995,129.2252732391106,[-0.08761608  0.99527789 -0.04177744],0.0223,0.0063,0.0275,-0.08761607559111571,0.9952778850711892,-0.041777443510018074
116,0.7021850000000001,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,[0. 0. 0.],0.022,0.0065,0.0277,0.0,0.0,0.0
117,0.7021850000000001,1,-53.074177,-15.726054999999999,-66.743073,-0.082014,0.896925,-0.039566000000000004,0.432705,128.72129727218214,[-0.09097146  0.99488597 -0.04388735],0.022,0.0065,0.0277,-0.09097146135256028,0.9948859703665851,-0.043887346549069665
118,0.710519,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,[0. 0. 0.],0.0214,0.007,0.028,0.0,0.0,0.0
119,0.710519,1,-51.613277000000004,-16.843269,-67.61056500000001,-0.08747100000000001,0.8920450000000001,-0.043271,0.44128500000000004,127.62821219473189,[-0.09747515  0.99406913 -0.04821995],0.0214,0.007,0.028,-0.09747515058572896,0.9940691281024179,-0.048219949937637355
120,0.718853,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,[0. 0. 0.],0.0207,0.0074,0.0284,0.0,0.0,0.0
121,0.718853,1,-49.998432,-17.907816,-68.54400600000001,-0.092551,0.886618,-0.047047000000000005,0.45069899999999996,126.42292521748085,[-0.10367814  0.99321357 -0.05270333],0.0207,0.0074,0.0284,-0.10367814480694003,0.9932135729753278,-0.052703327665093926
