,bend_dir,bend_ang,time
0,0.0,0.0,0.0
1,0.22313404692866834,0.0012386808800889445,0.0003750324249267578
2,-2.792590992387295,0.0029904126198853375,0.0007140636444091797
3,1.6922672008699398,0.0033713161889800647,0.001035928726196289
4,-0.7666457519822816,0.002342071465254509,0.0015070438385009766
5,1.7114457130205019,0.0015103012411270854,0.0019059181213378906
6,1.3988809386083279,0.0038861532783267877,0.002440214157104492
7,-0.1942511842880873,0.0036103723643886097,0.002804994583129883
8,-0.8878398225479015,0.004547702179693702,0.0031402111053466797
9,-0.8382603742696922,0.007179182158551056,0.0034384727478027344
10,-1.4564303438528872,0.003995568576515335,0.0037262439727783203
11,-0.3333179193196788,0.0033945155139314927,0.004060029983520508
12,-1.0782563314880387,0.004929840638018475,0.004425048828125
13,-2.137832549598957,0.004326845476601023,0.004762887954711914
14,1.7445902586324915,0.0012918444452959816,0.015280008316040039
15,-2.1782368506569814,0.001507152613271714,0.031029939651489258
16,-0.5086238594989025,0.0033954256127444833,0.047402143478393555
17,-1.8649827310549,0.004191054462645311,0.06354212760925293
18,-0.5233300859245952,0.0020020697552049194,0.07627201080322266
19,-2.9785561099799085,0.002823941081326477,0.0926058292388916
20,-0.42916676910128415,0.0022409620856656074,0.10933709144592285
21,0.3972980906841948,0.005073044209664165,0.12541699409484863
22,1.3767235834232363,0.004263365853946555,0.14178705215454102
23,-2.709701391830157,0.0011860601003866335,0.1581740379333496
24,-2.5830191564649145,0.0024226688134302045,0.17030000686645508
25,0.6324144984028366,0.0021839466302661166,0.18671107292175293
26,-2.8341044920936067,0.004487200379121755,0.20334792137145996
27,2.918763512184424,0.004417708919250548,0.2194838523864746
28,3.059158523874893,0.004075098536562733,0.23555207252502441
29,-2.5894497254757134,0.0022723689802702646,0.24791717529296875
30,0.6246916230569419,0.005722605841398033,0.2642550468444824
31,0.2198102476245779,0.004303800345814799,0.2806246280670166
32,0.2069121846082903,0.0019850513384382356,0.2969841957092285
33,-1.15714685558872,0.002550127029109747,0.31366991996765137
34,-0.9495390500777114,0.0035230125185464296,0.32630395889282227
35,0.40164836823779687,0.0049733059325131985,0.34261512756347656
36,1.4203735309078003,0.004183103614235535,0.3590528964996338
37,0.04959403246985924,0.001992817532064919,0.37529706954956055
38,0.5017190326319773,0.0027036085633170754,0.39172887802124023
39,2.878398174293986,0.001848343896452438,0.40383386611938477
40,-1.1637275512411245,0.0029524738203217087,0.4203321933746338
41,1.6345258550242647,0.002362030686443969,0.43670105934143066
42,1.2071184479202945,0.005680740182829305,0.4528660774230957
43,1.5761688825440971,0.0016886270301693816,0.4690220355987549
44,-0.6181115893045496,0.003933379924873624,0.48536014556884766
45,-2.389362660035734,0.0024009319136383506,0.4977080821990967
46,2.397293820854955,0.003153697553897324,0.5141341686248779
47,2.7343217954938672,0.0016971399967688045,0.530541181564331
48,-1.876198889175814,0.0034327151494246127,0.5470540523529053
49,2.624476984292773,0.004611757921998518,0.5631921291351318
50,1.5160290236052714,0.00521506649735165,0.5760571956634521
51,1.7202775267500632,0.002941754143748,0.5923140048980713
52,-0.11602083976313793,0.003845321597220103,0.6089768409729004
53,-0.034827770364777216,0.003101250444352908,0.625068187713623
54,-1.4903903159781964,0.0033274865866536195,0.6413450241088867
55,2.5004745185110147,0.0019389756613430232,0.6537401676177979
56,2.4302168396995203,0.005353314254500404,0.6701951026916504
57,0.5070383771548038,0.0022868383911275876,0.6867640018463135
58,-2.4725024941007447,0.0014375719385497318,0.7024719715118408
59,2.4376423329619774,0.005339343725579105,0.7188742160797119
60,2.061297384791489,0.003976010346090435,0.7313048839569092
61,1.5190951087762714,0.002558469094514474,0.7475688457489014
62,-0.1915272054952037,0.003131614135516508,0.7640800476074219
63,0.2804486892192096,0.004072391056006033,0.7804172039031982
64,2.6821363990552447,0.0023053829658445752,0.7966530323028564
65,-2.152489934582054,0.002265290140544014,0.8130321502685547
66,-1.8732665512277173,0.0030809276259220475,0.8262538909912109
67,-1.0836227003545083,0.00346465370592975,0.8423199653625488
68,-1.6047983179088088,0.003194668918042118,0.8586001396179199
69,2.8533712121137644,0.0019418452012837832,0.8752808570861816
70,-2.9738740275953415,0.005837770943607562,0.8911154270172119
71,3.071968736680822,0.002324196875523558,0.9035978317260742
72,-2.6962196927961988,0.005167846407271685,0.9201180934906006
73,-1.6066266228262602,0.0015951902133114115,0.9359402656555176
74,-0.7836900273804044,0.006501547159258385,0.952324628829956
75,-0.08120437484091715,0.0030111591565180683,0.9687082767486572
76,2.8952818302680816,0.0030277820721133593,0.9810261726379395
77,2.518686874198564,0.005973781120863414,0.9973511695861816
78,-3.033011266175962,0.002036211370007497,1.0137591361999512
79,0.040996564536793,0.003341305393911626,1.030137062072754
80,2.358473412102099,0.001980260196770944,1.0464940071105957
81,1.0461324501785967,0.005702747487977333,1.062880039215088
